日経会社コード,企業名称,決算種別,連結基準,決算月数,上場コード,連結子会社数,流動資産,資産合計,流動負債,負債合計,純資産,売上高,売上原価,販管費,親会社利益,税金等調整前当期純利益,営業活動によるキャッシュフロー,投資活動によるキャッシュフロー,財務活動によるキャッシュフロー,現金及び現金同等物の期末残高,広告宣伝費,従業員数,期末従業員数,発行済株式数,年度,決算月,大分類,中分類,小分類
0000191,ニップン,10,1,12,11,47,105143,272166,77675,115261,156905,323495,234823,78611,7651,11486,15217,-11941,2824,20556,0,19571,3696,82524009,2018,03,1,食品,003
0000191,ニップン,10,1,12,11,47,118330,293392,76100,138405,154986,335399,243017,81159,8455,12305,17063,-14614,7135,30085,0,19943,3687,78824009,2019,03,1,食品,003
0000191,ニップン,10,1,12,11,48,114534,290428,74078,131847,158581,344839,247264,86473,8941,13386,15532,-14130,-759,31012,0,20700,3737,78824009,2020,03,1,食品,003
0000191,ニップン,10,1,12,11,49,117693,307813,69544,138749,169063,288324,218660,59293,8636,13049,14804,-12585,2553,35320,0,20960,3880,78824009,2021,03,1,食品,003
0000191,ニップン,10,1,12,11,45,130768,325869,74842,147171,178697,321317,246390,63644,9327,13568,11975,-10103,-4278,31215,0,22263,3775,78824009,2022,03,1,食品,003
0000191,ニップン,10,1,12,11,42,143021,344606,78613,151992,192613,365525,285452,67785,10260,14710,15055,-5026,-8402,33157,0,22935,3848,78824009,2023,03,1,食品,003
0000192,日清製粉グループ本社,10,1,12,11,47,260751,591512,114189,177718,413794,540094,378742,134152,21339,32430,42869,-18067,-18593,98461,0,24861,6545,304357891,2018,03,1,食品,003
0000192,日清製粉グループ本社,10,1,12,11,48,268170,594754,114806,175905,418848,565343,401584,136842,22268,33113,39873,-19184,-10567,107374,0,25716,6760,304357891,2019,03,1,食品,003
0000192,日清製粉グループ本社,10,1,12,11,72,238980,666215,131058,257172,409042,712180,512356,170971,22407,33296,38420,-96844,8337,56550,0,31371,8962,304357891,2020,03,1,食品,003
0000192,日清製粉グループ本社,10,1,12,11,73,238674,687415,108740,242640,444774,679495,490410,161887,19011,29762,49506,-17105,-31264,59152,0,31037,8951,304357891,2021,03,1,食品,003
0000192,日清製粉グループ本社,10,1,12,11,75,280527,723073,129158,262430,460643,679736,531660,118645,17509,30773,41833,-15517,-17850,68728,0,32244,8918,304357891,2022,03,1,食品,003
0000192,日清製粉グループ本社,10,1,12,11,68,330069,713874,150262,275375,438499,798681,638062,127786,-10381,879,23422,487,-10625,82971,0,34566,9420,304357891,2023,03,1,食品,003
0000193,日東富士製粉,10,1,12,12,6,23515,47358,10798,14887,32470,49561,38017,8644,2336,3281,2665,-2331,-3380,5400,0,2178,767,4692364,2018,03,1,食品,003
0000193,日東富士製粉,10,1,12,12,7,22930,47969,9323,13135,34834,54900,41550,9185,3357,4890,3568,-1674,-1964,5324,0,2400,754,4692364,2019,03,1,食品,003
0000193,日東富士製粉,10,1,12,12,7,24382,49541,9234,12674,36867,57544,43182,9792,3384,4899,6513,-1950,-1435,8411,0,2636,771,4692364,2020,03,1,食品,003
0000193,日東富士製粉,10,1,12,12,7,27479,52378,9195,12724,39654,56544,42183,9821,3536,5137,3667,-207,-1320,10543,0,2687,794,4692364,2021,03,1,食品,003
0000193,日東富士製粉,10,1,12,12,7,30326,55870,10658,14117,41753,59340,44862,10073,3714,5498,2171,-1563,-1440,9804,0,2682,799,9384728,2022,03,1,食品,003
0000193,日東富士製粉,10,1,12,12,7,32103,60944,11384,15386,45558,69540,53613,10626,3963,5678,2244,-2821,-1488,7885,0,2743,829,9384728,2023,03,1,食品,003
0000194,昭和産業,10,1,12,11,16,73119,170544,62837,89494,81049,233166,191736,34873,4893,7251,9582,-11773,-404,3680,897,7553,2139,32969979,2018,03,1,食品,003
0000194,昭和産業,10,1,12,11,19,76491,174711,60224,88500,86211,255905,209974,37488,7254,9430,18590,-8208,-7525,6538,969,7942,2376,32969979,2019,03,1,食品,003
0000194,昭和産業,10,1,12,11,19,77356,173451,57892,84730,88721,254017,207102,38106,6764,9355,15634,-7599,-4686,9885,977,7933,2421,32969979,2020,03,1,食品,003
0000194,昭和産業,10,1,12,11,26,91352,213309,71305,110229,103080,255997,209359,39044,10115,11422,13769,-26376,13800,11160,1054,8430,2899,32969979,2021,03,1,食品,003
0000194,昭和産業,10,1,12,11,26,109251,231306,82679,122216,109089,287635,241431,40639,4006,5832,1334,-11729,8405,9170,817,8967,2870,33985420,2022,03,1,食品,003
0000194,昭和産業,10,1,12,11,26,123484,247770,94484,131407,116362,335053,289511,41357,7776,10908,-2930,-6155,6136,6221,766,8980,2863,33985420,2023,03,1,食品,003
0000198,鳥越製粉,10,1,12,12,5,20771,40359,3974,8695,31663,22628,17773,3568,1122,1653,1485,433,430,12370,0,852,325,26036374,2018,12,1,食品,003
0000198,鳥越製粉,10,1,12,12,4,20749,40568,3713,7989,32578,22321,17563,3559,1007,1471,1114,-500,-911,12074,0,825,324,26036374,2019,12,1,食品,003
0000198,鳥越製粉,10,1,12,12,5,19463,38983,4369,7088,31895,21870,17487,3647,527,788,1055,-1958,-832,10338,0,895,376,26036374,2020,12,1,食品,003
0000198,鳥越製粉,10,1,12,12,6,21363,40013,3950,8104,31908,22700,17965,3769,831,1212,1776,-548,511,12079,0,955,382,26036374,2021,12,1,食品,003
0000198,鳥越製粉,10,1,12,12,7,21709,41593,4019,8049,33543,24403,19493,3677,931,1400,-47,-452,-896,10683,0,987,369,26036374,2022,12,1,食品,003
0000201,中部飼料,10,1,12,11,10,50748,79355,22182,28463,50891,178235,159524,12905,4252,6102,2022,-1872,-1188,5484,0,2270,581,30371908,2018,03,1,食品,001
0000201,中部飼料,10,1,12,11,9,51820,81216,20243,27886,53330,186982,170345,11615,3795,5477,3461,-3970,-368,4603,0,2174,604,30371908,2019,03,1,食品,001
0000201,中部飼料,10,1,12,11,8,49317,82008,18423,25797,56210,183428,167044,10362,4732,6660,11915,-6619,-2165,7728,0,2304,603,30371908,2020,03,1,食品,001
0000201,中部飼料,10,1,12,11,7,55920,87932,21389,27660,60272,181356,167776,8192,3782,5513,5281,-1552,272,11737,0,2068,547,30371908,2021,03,1,食品,001
0000201,中部飼料,10,1,12,11,7,57583,88014,21522,25855,62159,193392,179693,9560,3211,4577,-2466,468,-5028,4741,0,1989,522,30371908,2022,03,1,食品,001
0000201,中部飼料,10,1,12,11,7,66610,97595,28907,36184,61410,243476,230315,11490,827,1085,-6478,-3562,7242,1953,0,1755,509,30371908,2023,03,1,食品,001
0000203,日和産業,10,1,12,12,1,22090,27900,10489,10604,17296,40030,36450,2818,525,826,569,-114,-396,10147,0,352,194,20830825,2018,03,1,食品,001
0000203,日和産業,10,1,12,12,1,21787,28381,10823,10931,17449,41128,38248,2571,254,426,525,-1464,-96,9112,0,357,196,20830825,2019,03,1,食品,001
0000203,日和産業,10,1,12,12,1,20531,27395,9696,9805,17590,41974,39248,2198,371,659,1539,-971,-96,9583,0,257,188,20830825,2020,03,1,食品,001
0000203,日和産業,10,1,12,12,1,20935,27827,9966,10070,17757,39900,37549,2067,139,379,1263,-912,-115,9818,0,254,180,20830825,2021,03,1,食品,001
0000203,日和産業,10,1,12,12,1,21871,29046,11449,11636,17409,44906,42433,2354,116,216,-1037,-621,-540,7617,0,245,179,20830825,2022,03,1,食品,001
0000203,日和産業,10,1,12,12,1,22511,29708,12066,12272,17435,54659,52258,2602,157,199,-1533,-793,-108,5182,0,239,183,20830825,2023,03,1,食品,001
0000211,東洋精糖,10,1,12,12,1,6962,11431,2787,3184,8246,13924,11230,1937,700,826,439,-116,-282,2361,0,378,67,5456000,2018,03,1,食品,002
0000211,東洋精糖,10,1,12,12,1,7143,11486,2198,2642,8844,13677,10735,1993,727,1032,1479,15,-993,2861,0,383,69,5456000,2019,03,1,食品,002
0000211,東洋精糖,10,1,12,12,1,7358,11570,1803,2235,9335,13515,10530,2015,758,1067,685,-99,-217,3229,0,335,72,5456000,2020,03,1,食品,002
0000211,東洋精糖,10,1,12,12,1,7716,11184,1367,1771,9413,12908,10121,1958,295,493,631,402,-772,3491,0,354,75,5456000,2021,03,1,食品,002
0000211,東洋精糖,10,1,12,12,1,8128,11680,1500,1945,9735,13403,11211,1545,514,722,658,-129,-193,3827,0,359,75,5456000,2022,03,1,食品,002
0000211,東洋精糖,10,1,12,12,1,8396,11851,1424,1850,10001,15131,13088,1587,459,535,135,-11,-195,3756,0,388,72,5456000,2023,03,1,食品,002
0000212,日本甜菜製糖,10,1,12,11,4,46300,99106,18348,30845,68260,58895,43889,13422,1223,1786,1718,-87,1266,11578,0,2092,695,15325642,2018,03,1,食品,002
0000212,日本甜菜製糖,10,1,12,11,4,45401,98302,16546,28864,69438,57997,42343,14076,1324,1955,2540,-1988,-2644,9485,0,2105,707,15325642,2019,03,1,食品,002
0000212,日本甜菜製糖,10,1,12,11,4,47988,96405,18815,29454,66951,57021,40996,14410,1340,1998,2991,-2631,898,10743,0,2115,730,15325642,2020,03,1,食品,002
0000212,日本甜菜製糖,10,1,12,11,4,47714,97392,18270,28930,68462,54792,38422,14479,1642,2305,-181,-2736,-1124,6701,0,2136,747,15325642,2021,03,1,食品,002
0000212,日本甜菜製糖,10,1,12,11,4,54952,100458,22626,32540,67918,58492,43216,13046,1975,3087,2577,489,1381,11150,0,2246,765,15325642,2022,03,1,食品,002
0000212,日本甜菜製糖,10,1,12,11,4,57054,103149,25724,35015,68134,65013,49873,13632,1260,1908,-1825,-1704,2969,10589,0,2240,773,15325642,2023,03,1,食品,002
0000213,ＤＭ三井製糖ホールディングス,10,1,12,11,6,60030,131852,23209,41981,89871,105291,79574,19362,8313,13429,15652,-5062,-4693,24462,0,3702,983,28333480,2018,03,1,食品,002
0000213,ＤＭ三井製糖ホールディングス,10,1,12,11,8,53859,139867,35437,44804,95063,105274,81289,20242,6862,10468,12081,-20652,-1050,14825,0,3860,1201,28333480,2019,03,1,食品,002
0000213,ＤＭ三井製糖ホールディングス,10,1,12,11,8,57156,141705,26510,49309,92395,113854,87842,21162,2422,4678,11167,-7146,-3425,15414,0,4253,1240,28333480,2020,03,1,食品,002
0000213,ＤＭ三井製糖ホールディングス,10,1,12,11,9,60929,146710,27779,55030,91680,108887,84555,20699,2764,5251,11124,-4020,-4787,17691,0,4273,1222,28333480,2021,03,1,食品,002
0000213,ＤＭ三井製糖ホールディングス,10,1,12,11,18,88935,189497,42468,79570,109926,147880,120876,23373,3657,5661,6356,344,6570,31077,0,5603,1482,32639780,2022,03,1,食品,002
0000213,ＤＭ三井製糖ホールディングス,10,1,12,11,17,88877,196123,38205,83545,112578,163310,137174,25035,7911,13846,6228,-21561,11655,27610,0,5844,1456,32639780,2023,03,1,食品,002
0000215,塩水港精糖,10,1,12,12,2,6932,24948,8772,16642,8306,26874,22071,3962,906,1192,1901,-595,-629,1784,0,630,88,35000000,2018,03,1,食品,002
0000215,塩水港精糖,10,1,12,12,2,6894,24490,9218,15679,8810,26002,20846,4146,840,1233,1959,-554,-1523,1667,0,643,90,35000000,2019,03,1,食品,002
0000215,塩水港精糖,10,1,12,12,2,7365,24530,8385,15627,8903,25659,20383,4204,776,1138,1184,-602,456,2705,0,648,87,35000000,2020,03,1,食品,002
0000215,塩水港精糖,10,1,12,12,2,9889,27239,8854,17317,9922,23686,18862,3841,775,1102,792,-481,1880,4897,0,577,80,35000000,2021,03,1,食品,002
0000215,塩水港精糖,10,1,12,12,2,8972,26114,9602,15735,10379,25134,21343,2983,609,906,1082,-711,-1738,3533,0,553,82,35000000,2022,03,1,食品,002
0000215,塩水港精糖,10,1,12,12,2,8688,25877,9159,14849,11028,27950,24356,2970,498,731,447,-374,-1395,2212,0,534,77,35000000,2023,03,1,食品,002
0000217,フジ日本精糖,10,1,12,12,4,9476,23290,4428,6432,16857,19846,15390,3527,793,1186,1676,-728,-393,2643,0,901,237,29748200,2018,03,1,食品,002
0000217,フジ日本精糖,10,1,12,12,6,10576,22162,4267,5953,16209,19634,14549,3736,344,985,1219,565,-807,3673,0,941,234,29748200,2019,03,1,食品,002
0000217,フジ日本精糖,10,1,12,12,6,9479,21490,3152,4637,16853,18958,13698,3769,1197,1629,749,-901,-576,2938,0,924,231,29748200,2020,03,1,食品,002
0000217,フジ日本精糖,10,1,12,12,6,10534,23475,3632,5228,18246,18992,13866,3689,1198,1640,1837,-478,-345,3967,0,913,236,29748200,2021,03,1,食品,002
0000217,フジ日本精糖,10,1,12,12,7,11443,24745,3425,5032,19712,20096,15259,3231,1614,1990,555,-476,-275,3801,0,950,270,29748200,2022,03,1,食品,002
0000217,フジ日本精糖,10,1,12,12,6,14262,28256,5176,6742,21514,22677,17401,3462,1672,2113,579,-169,633,4875,0,991,214,29748200,2023,03,1,食品,002
0000219,森永製菓,10,1,12,11,18,80077,177920,48657,77589,100331,205022,100435,84835,10289,16786,17788,8154,-17906,20938,8135,9954,3169,54189769,2018,03,1,食品,006
0000219,森永製菓,10,1,12,11,17,85239,175837,51402,78644,97193,205368,98853,86297,12816,16999,20897,-20025,-11888,9836,8712,9744,2717,54189769,2019,03,1,食品,006
0000219,森永製菓,10,1,12,11,17,86328,188060,57855,82573,105487,208878,98747,88900,10824,15437,20994,16993,-4375,43427,8930,10041,2711,54189769,2020,03,1,食品,006
0000219,森永製菓,10,1,12,11,16,78045,202910,49583,79203,123706,168240,95664,53398,13416,18959,12127,-19862,-4084,31568,8037,9911,2825,54189769,2021,03,1,食品,006
0000219,森永製菓,10,1,12,11,16,112067,214300,70147,83126,131174,181251,105425,58140,27773,39216,24825,9312,-5943,60146,9390,10376,2937,54189769,2022,03,1,食品,006
0000219,森永製菓,10,1,12,11,16,101371,205226,51297,79370,125856,194373,117721,61415,10059,13884,-2966,-14209,-7348,36077,10374,10975,3076,48139769,2023,03,1,食品,006
0000221,中村屋,10,1,12,11,1,11410,43643,5517,17417,26225,41357,24758,15762,729,918,629,78,-710,3130,1895,5040,822,5976205,2018,03,1,食品,006
0000221,中村屋,10,0,12,11,0,8859,46274,8847,18966,27307,38743,23720,14914,768,1155,1878,-6525,2885,1296,1750,4578,788,5976205,2019,03,1,食品,006
0000221,中村屋,10,0,12,11,0,8741,43555,9726,17333,26221,36120,22992,14520,204,334,-313,1436,-607,1811,1689,4495,761,5976205,2020,03,1,食品,006
0000221,中村屋,10,0,12,11,0,7921,42356,9156,16339,26017,30819,20420,12011,-273,-398,-172,596,-1093,1141,493,4054,736,5976205,2021,03,1,食品,006
0000221,中村屋,10,0,12,11,0,8413,42142,9650,16058,26084,33058,21159,12153,232,387,503,-250,-212,1182,462,3756,753,5976205,2022,03,1,食品,006
0000221,中村屋,10,0,12,11,0,9567,42480,10369,16738,25742,35554,23222,12577,-28,-64,658,-605,-17,1217,454,3819,762,5976205,2023,03,1,食品,006
0000223,江崎グリコ,10,1,12,11,34,178645,341024,78805,126236,214788,353432,187194,145860,15216,22473,31493,-25044,-4454,93017,13621,27158,5488,69430069,2018,03,1,食品,006
0000223,江崎グリコ,10,1,12,11,35,180171,348452,81749,127598,220853,350270,184167,149357,11844,18798,20324,-8697,-4566,99237,14408,27973,5381,69414469,2019,03,1,食品,006
0000223,江崎グリコ,10,1,9,11,34,184352,343812,80689,122897,220915,288187,150127,122454,12047,20183,17344,-9022,-9616,98005,11717,22378,5364,68468569,2019,12,1,食品,006
0000223,江崎グリコ,10,1,12,11,23,177813,340081,75590,117530,222551,344048,181640,143884,11836,19683,17218,-12444,-9738,92449,12131,28017,5360,68468569,2020,12,1,食品,006
0000223,江崎グリコ,10,1,12,11,23,178626,356745,72150,115567,241177,338571,180537,138726,13519,20806,28651,-29194,-4859,89463,10021,28172,5321,68468569,2021,12,1,食品,006
0000223,江崎グリコ,10,1,12,11,24,178168,369056,79875,124296,244760,303921,193172,97903,8099,13936,16802,-20140,-10284,79917,10257,30285,5359,68468569,2022,12,1,食品,006
0000224,名糖産業,10,1,12,11,3,12054,67577,8166,23560,44016,23565,15025,7612,664,1014,2402,-4577,-452,4605,96,1483,526,17265000,2018,03,1,食品,006
0000224,名糖産業,10,1,12,11,3,11417,72107,6047,28144,43962,23681,15695,7777,560,692,523,-9930,7396,2594,85,1493,528,17265000,2019,03,1,食品,006
0000224,名糖産業,10,1,12,11,3,11449,66949,5504,25674,41274,22995,15898,7725,608,770,3754,-1210,-1293,3845,105,1483,525,17265000,2020,03,1,食品,006
0000224,名糖産業,10,1,12,11,3,13055,74152,6546,27878,46274,24180,15786,7991,1023,1373,3279,-1185,-893,5045,171,1545,531,17265000,2021,03,1,食品,006
0000224,名糖産業,10,1,12,11,3,18154,70867,7632,26153,44713,21136,16088,4698,1816,2609,2634,-532,-1669,5478,224,1577,547,17265000,2022,03,1,食品,006
0000224,名糖産業,10,1,12,11,3,17033,70276,7868,25639,44637,22727,17639,4992,700,1027,-85,1207,-1249,5351,258,1593,540,17265000,2023,03,1,食品,006
0000225,井村屋グループ,10,1,12,11,7,14516,33272,15752,18086,15185,45061,30558,13012,1112,1700,1498,-3188,4323,3375,438,2337,923,13086200,2018,03,1,食品,006
0000225,井村屋グループ,10,1,12,11,8,14764,34676,16604,18878,15798,45108,31020,12673,1256,1788,1213,-2462,578,2716,436,2305,944,13086200,2019,03,1,食品,006
0000225,井村屋グループ,10,1,12,11,9,10032,29407,11803,13983,15424,42309,29565,12384,137,443,3352,-2497,-2365,1183,468,2267,961,13086200,2020,03,1,食品,006
0000225,井村屋グループ,10,1,12,11,9,9841,29469,11254,13220,16248,42152,29176,12223,657,1087,3571,-1308,-2362,1099,423,2208,984,13086200,2021,03,1,食品,006
0000225,井村屋グループ,10,1,12,11,9,10739,29422,10378,12030,17392,42151,27344,13102,1473,2222,2911,-958,-2048,1069,441,2372,964,13086200,2022,03,1,食品,006
0000225,井村屋グループ,10,1,12,11,10,12735,34107,12920,15422,18684,44685,29073,13618,1611,2483,2452,-2374,398,1689,502,2435,931,13086200,2023,03,1,食品,006
0000226,不二家,10,1,12,11,8,35519,71594,18226,23199,48395,105241,55486,47339,1370,2556,2217,-6449,-3192,14504,1934,9552,2125,25784659,2018,12,1,食品,006
0000226,不二家,10,1,12,11,8,35007,71645,17699,22221,49423,103347,54658,46851,1207,1313,5032,-7382,-896,11230,1798,9498,2171,25784659,2019,12,1,食品,006
0000226,不二家,10,1,12,11,8,35619,71367,17142,21082,50284,99085,52363,44224,1046,2687,6190,-3163,-1699,12575,1713,8899,2199,25784659,2020,12,1,食品,006
0000226,不二家,10,1,12,11,6,37110,75720,17915,21363,54356,104751,54643,45961,3173,4550,7478,-4653,-1285,14364,2356,9064,2176,25784659,2021,12,1,食品,006
0000226,不二家,10,1,12,11,7,37099,83712,21059,24547,59165,100614,65551,30728,3376,5282,4948,-7739,-1549,10144,2590,9680,2381,25784659,2022,12,1,食品,006
0000227,山崎製パン,10,1,12,11,28,256609,728878,224147,386324,342553,1059442,681877,353221,13534,23623,49947,-49005,-23708,106423,12917,134205,28363,220282860,2018,12,1,食品,006
0000227,山崎製パン,10,1,12,11,30,261839,728149,224073,369732,358416,1061152,686356,349970,13858,23345,57880,-42173,-18466,105916,12904,134767,28724,220282860,2019,12,1,食品,006
0000227,山崎製パン,10,1,12,11,30,256255,714443,216962,352060,362383,1014741,661123,336180,6956,16406,47157,-38623,-11585,102842,11373,131476,29243,220282860,2020,12,1,食品,006
0000227,山崎製パン,10,1,12,11,34,289984,757352,235286,375135,382217,1052972,685116,349496,10378,19955,57071,-37790,2070,133495,11165,137871,32527,220282860,2021,12,1,食品,006
0000227,山崎製パン,10,1,12,11,35,291321,758031,237341,350133,407897,1077009,733401,321574,12368,23218,52773,-41984,-26695,119559,11735,140292,32210,220282860,2022,12,1,食品,006
0000230,第一屋製パン,10,1,12,12,3,6744,19470,4358,10520,8949,25145,18460,7256,-531,-478,348,-542,-37,2692,287,1810,893,6929900,2018,12,1,食品,006
0000230,第一屋製パン,10,1,12,12,3,5926,18583,4150,10169,8413,24751,18122,7185,-551,-507,317,-893,-215,1900,274,1749,899,6929900,2019,12,1,食品,006
0000230,第一屋製パン,10,1,12,12,3,5860,18537,6409,10359,8178,24021,17576,6907,-368,-320,233,-537,287,1884,239,1754,902,6929900,2020,12,1,食品,006
0000230,第一屋製パン,10,1,12,12,3,5691,18009,6943,10523,7485,23864,17602,6894,-739,-699,-10,-646,88,1316,176,1763,938,6929900,2021,12,1,食品,006
0000230,第一屋製パン,10,1,12,12,3,6446,17076,7646,11234,5841,24390,18656,6403,-1145,-1105,473,788,-543,2034,133,1741,922,6929900,2022,12,1,食品,006
0000231,カンロ,10,0,12,12,0,8928,19997,6940,9340,10656,22949,12015,9930,1011,1318,949,-1743,271,1800,426,1825,542,3828901,2018,12,1,食品,006
0000231,カンロ,10,0,12,12,0,8736,19169,6046,8341,10827,24039,12680,10434,651,880,2013,-971,-1411,1430,384,1962,578,7657802,2019,12,1,食品,006
0000231,カンロ,10,0,12,12,0,8542,19779,6266,8604,11175,23321,12457,10027,610,909,1442,-1572,-48,1253,360,2014,601,7657802,2020,12,1,食品,006
0000231,カンロ,10,0,12,12,0,10143,21200,7025,9449,11750,21589,13236,7098,879,1248,2620,-1002,-770,2099,471,2183,608,7657802,2021,12,1,食品,006
0000231,カンロ,10,0,12,12,0,11351,22315,7207,9760,12555,25118,15444,7741,1346,1931,2373,-1116,-1106,2250,542,2377,608,15315604,2022,12,1,食品,006
0000235,森永乳業,10,1,12,11,32,141951,414823,158154,255720,159102,592087,402139,168263,15781,23470,25110,-16921,-5774,9838,0,25388,5987,49795443,2018,03,1,食品,009
0000235,森永乳業,10,1,12,11,32,140077,432256,162510,263088,169167,583582,398337,162913,14017,20230,18506,-38817,14112,3384,0,26391,6157,49810043,2019,03,1,食品,009
0000235,森永乳業,10,1,12,11,32,145403,436061,149890,252918,183142,590892,401538,163995,18656,26506,29209,-13193,-10843,8505,0,27136,6303,49823443,2020,03,1,食品,009
0000235,森永乳業,10,1,12,11,33,155615,453646,144906,251142,202503,583550,393478,161204,18741,25998,38544,-25305,-2627,19138,0,27960,6871,49834143,2021,03,1,食品,009
0000235,森永乳業,10,1,12,11,32,164127,458788,142500,250762,208026,503354,381077,92484,33782,48296,40268,8371,-44522,23486,0,28363,6839,49845343,2022,03,1,食品,009
0000235,森永乳業,10,1,12,11,32,179189,485116,156607,257991,227124,525603,407308,94355,16875,23719,19382,-25463,2925,20976,0,28292,7040,47845343,2023,03,1,食品,009
0000236,六甲バター,10,0,12,11,0,21178,47132,19112,20489,26642,52672,29155,19159,2935,4312,2371,-14820,3606,4479,0,1359,442,21452125,2018,12,1,食品,009
0000236,六甲バター,10,0,12,11,0,24660,57523,28934,30318,27204,53947,31887,19825,980,1457,2088,-8703,7511,5374,0,1276,466,21452125,2019,12,1,食品,009
0000236,六甲バター,10,0,12,11,0,25299,56995,27585,29250,27744,54948,32487,20520,956,1319,5768,-2460,-1393,7270,0,1266,464,21452125,2020,12,1,食品,009
0000236,六甲バター,10,0,12,11,0,25376,54209,22761,24512,29696,55073,32180,20526,2271,3538,5731,-363,-5403,7270,0,1283,466,21452125,2021,12,1,食品,009
0000236,六甲バター,10,0,12,11,0,24109,51421,14425,22188,29233,41924,35452,6126,219,334,1093,-1250,-2403,4822,0,1242,469,21452125,2022,12,1,食品,009
0000237,プリマハム,10,1,12,11,28,79329,189751,64630,100477,89274,394534,333426,47978,10413,14790,10866,-21373,3187,12168,0,8372,3164,252621998,2018,03,1,食品,007
0000237,プリマハム,10,1,12,11,30,82857,203862,74706,109226,94635,413023,350266,49588,8287,13944,23786,-14887,-7347,13732,0,8687,3337,50524399,2019,03,1,食品,007
0000237,プリマハム,10,1,12,11,30,87310,198530,68171,98396,100134,418060,351290,51132,8823,15338,22304,-5875,-7924,22214,0,9027,3361,50524399,2020,03,1,食品,007
0000237,プリマハム,10,1,12,11,31,98747,214542,71957,99781,114761,433572,360167,51929,14165,21916,27248,-12205,-7509,29773,0,9170,3512,50524399,2021,03,1,食品,007
0000237,プリマハム,10,1,12,11,35,95828,221721,71659,99154,122567,420717,367971,38708,9718,15106,16739,-23713,-6616,16230,0,9541,3611,50524399,2022,03,1,食品,007
0000237,プリマハム,10,1,12,11,33,95311,229887,74867,106692,123194,430740,382986,38028,4505,5900,11719,-15089,1206,14098,0,9662,3680,50524399,2023,03,1,食品,007
0000238,日本ハム,10,3,12,11,0,362774,734528,231984,311640,422888,1258463,1047478,165155,37552,52798,53284,-48194,-27110,58290,8442,71605,17359,214991609,2018,03,1,食品,007
0000238,日本ハム,10,3,12,11,83,358263,741388,233968,336030,405358,1234180,1033577,168338,19561,30267,30844,-45110,2932,48108,7964,72603,17444,102958904,2019,03,1,食品,007
0000238,日本ハム,10,3,12,11,81,355751,768861,213747,352264,416597,1229826,1024296,166030,19214,27039,65464,-36728,-3077,72399,6748,71625,17339,102958904,2020,03,1,食品,007
0000238,日本ハム,10,3,12,11,81,366028,825405,229165,381096,444309,1106351,907897,149829,32616,48874,82518,-57827,-14934,83831,4472,66724,17168,102958904,2021,03,1,食品,007
0000238,日本ハム,10,3,12,11,72,414306,909213,281919,419659,489554,1151886,952971,156552,48049,64505,33387,-22837,-12162,85374,4539,68356,16192,102958904,2022,03,1,食品,007
0000238,日本ハム,10,3,12,11,68,428018,937155,278536,434374,502781,1259792,1082760,166080,16637,16677,11331,-63677,28417,64986,5096,69681,16064,102958904,2023,03,1,食品,007
0000241,林兼産業,10,1,12,12,7,13154,29246,14614,21527,7718,43274,36191,6068,817,1060,2291,-398,-1213,2765,0,1328,555,8910000,2018,03,1,食品,007
0000241,林兼産業,10,1,12,12,7,13766,30129,14428,21473,8655,44401,37214,6082,864,1190,887,-861,-564,2229,0,1317,576,8910000,2019,03,1,食品,007
0000241,林兼産業,10,1,12,12,7,14448,29683,14099,21081,8601,45175,37896,6290,874,1034,115,-819,27,1551,0,1356,571,8910000,2020,03,1,食品,007
0000241,林兼産業,10,1,12,12,7,13633,28661,12150,18422,10239,44366,37700,6049,1291,1284,3280,47,-2904,1976,0,1454,572,8910000,2021,03,1,食品,007
0000241,林兼産業,10,1,12,12,6,13385,26492,11021,16724,9768,40389,34531,5129,707,1064,683,18,-737,1942,0,1466,471,8910000,2022,03,1,食品,007
0000241,林兼産業,10,1,12,12,6,13988,26755,11437,16823,9932,42544,37801,4390,333,453,-310,-452,-615,562,0,1106,461,8910000,2023,03,1,食品,007
0000243,丸大食品,10,1,12,11,28,55065,131146,43757,54162,76984,239586,186944,50272,1842,3069,3152,-7554,-3258,8709,0,7535,2064,132527909,2018,03,1,食品,007
0000243,丸大食品,10,1,12,11,26,55927,132626,45221,56531,76094,243030,188973,51804,1463,2475,6695,-7534,255,8127,0,7335,2023,26505581,2019,03,1,食品,007
0000243,丸大食品,10,1,12,11,26,55597,131854,46145,56798,75056,245820,190340,52862,1653,2737,8608,-8271,-219,8244,0,7021,1938,26505581,2020,03,1,食品,007
0000243,丸大食品,10,1,12,11,28,50065,131342,41210,53592,77750,223000,188487,34845,412,732,7673,-5388,-2053,8476,0,6899,2107,26505581,2021,03,1,食品,007
0000243,丸大食品,10,1,12,11,27,49813,128903,41729,53414,75489,218610,186651,32823,-376,-229,7030,-5688,-1826,7990,0,6624,2066,26505581,2022,03,1,食品,007
0000243,丸大食品,10,1,12,11,26,51416,126261,44063,57246,69014,221979,191495,31884,-4987,-3498,2906,-4516,534,6916,0,6615,1967,26505581,2023,03,1,食品,007
0000244,サッポロホールディングス,10,3,12,11,57,153544,639692,214591,474957,164735,493908,335631,143118,8521,9492,30830,-18727,-14521,9989,0,0,7904,78794298,2018,12,1,食品,005
0000244,サッポロホールディングス,10,3,12,11,47,155765,638722,210472,464197,174524,491896,336682,143490,4356,6486,36069,-24930,-5984,15215,0,0,7736,78794298,2019,12,1,食品,005
