日経会社コード,企業名称,決算種別,連結基準,決算月数,上場コード,連結子会社数,流動資産,資産合計,流動負債,負債合計,純資産,売上高,売上原価,販管費,親会社利益,税金等調整前当期純利益,営業活動によるキャッシュフロー,投資活動によるキャッシュフロー,財務活動によるキャッシュフロー,現金及び現金同等物の期末残高,広告宣伝費,従業員数,期末従業員数,発行済株式数,年度,決算月,大分類,中分類,小分類
0001338,内海造船,10,1,12,12,1,20922,32397,17557,24445,7951,27629,26010,1170,305,333,3367,-661,-61,10298,0,305,678,2253000,2019,03,1,造船,241
0001338,内海造船,10,1,12,12,1,24679,36082,21426,28372,7710,35071,33598,1160,59,148,1503,-547,-73,11180,0,303,669,2253000,2020,03,1,造船,241
0001338,内海造船,10,1,12,12,1,21550,34043,18784,27267,6775,31121,30877,1135,-971,-918,-4097,-1531,1709,7260,0,297,672,2253000,2021,03,1,造船,241
0001338,内海造船,10,1,12,12,1,23416,36807,21754,30014,6792,33035,31414,1158,143,353,10780,-1678,-278,16092,0,271,664,2253000,2022,03,1,造船,241
0001338,内海造船,10,1,12,12,1,26696,40204,24888,32774,7429,37617,35688,1163,737,1049,-6382,-249,-359,9127,0,279,654,2253000,2023,03,1,造船,241
0000322,トヨタ紡織,10,3,12,11,0,490153,776611,317964,450589,326022,1407392,1253952,79160,44818,75849,83559,-48148,-3528,178372,0,37487,41409,187665738,2018,03,1,自動車・自動車部品,262
0000322,トヨタ紡織,10,3,12,11,80,493621,793599,308637,464269,329329,1417376,1269857,85375,27457,61489,60720,-58915,-19526,158192,0,36705,43103,187665738,2019,03,1,自動車・自動車部品,262
0000322,トヨタ紡織,10,3,12,11,80,457548,780714,313327,459013,321701,1372616,1238561,84323,24786,48074,79673,-54175,-13964,163377,0,38038,44375,187665738,2020,03,1,自動車・自動車部品,262
0000322,トヨタ紡織,10,3,12,11,78,506851,845778,286010,476127,369650,1272140,1138717,77774,31188,57345,74483,-51392,2756,195180,0,35753,44154,187665738,2021,03,1,自動車・自動車部品,262
0000322,トヨタ紡織,10,3,12,11,73,614317,964740,359958,540904,423835,1421451,1270778,89523,39260,64529,122933,-40893,-48664,237952,0,38314,44264,187665738,2022,03,1,自動車・自動車部品,262
0000322,トヨタ紡織,10,3,12,11,72,656281,1007392,408694,570497,436894,1604036,1449619,106942,14679,52291,89428,-36461,-40812,248195,0,45148,44581,187665738,2023,03,1,自動車・自動車部品,262
0000363,芦森工業,10,1,12,11,14,27434,44278,20151,29675,14603,56714,48986,5848,457,1508,1917,-2944,282,2480,0,1963,2818,6056939,2018,03,1,自動車・自動車部品,262
0000363,芦森工業,10,1,12,11,14,29054,47667,21917,32273,15393,60978,52233,6507,1245,2065,3765,-3818,560,2941,0,1894,2872,6056939,2019,03,1,自動車・自動車部品,262
0000363,芦森工業,10,1,12,11,14,30029,47884,22161,31080,16804,58295,51242,6453,2045,3601,-46,-480,928,3312,0,1861,2871,6056939,2020,03,1,自動車・自動車部品,262
0000363,芦森工業,10,1,12,11,14,29740,46855,19865,30564,16290,51248,44739,6149,-433,178,3487,-1019,-221,5574,0,1736,2598,6056939,2021,03,1,自動車・自動車部品,262
0000363,芦森工業,10,1,12,11,14,30062,50283,21435,33020,17263,53514,46927,6051,510,707,-1021,-4190,1738,2181,0,1725,2491,6056939,2022,03,1,自動車・自動車部品,262
0000363,芦森工業,10,1,12,11,14,32552,51552,21501,33100,18452,65624,56645,6825,1017,2110,6267,-1463,-2700,4402,0,1882,2451,6056939,2023,03,1,自動車・自動車部品,262
0000990,ニッキ,10,1,12,12,8,6991,13193,4061,6094,7098,9185,6672,1617,657,892,980,-365,-192,2988,0,530,625,2000000,2018,03,1,自動車・自動車部品,263
0000990,ニッキ,10,1,12,12,8,7455,13479,3798,5747,7731,7867,5594,1491,801,975,1231,-226,-196,3822,0,530,613,2000000,2019,03,1,自動車・自動車部品,263
0000990,ニッキ,10,1,12,12,8,7673,13056,3837,5526,7530,7526,5464,1422,491,699,909,-510,-183,4046,0,532,579,2000000,2020,03,1,自動車・自動車部品,263
0000990,ニッキ,10,1,12,12,8,7242,13347,3418,5132,8215,5895,4356,1314,256,297,496,-650,-180,3715,0,487,549,2000000,2021,03,1,自動車・自動車部品,263
0000990,ニッキ,10,1,12,12,8,8000,17839,5864,8693,9145,8844,6367,1392,923,1296,677,-2465,1318,3137,0,479,523,2000000,2022,03,1,自動車・自動車部品,263
0000990,ニッキ,10,1,12,12,7,9752,20276,5161,10447,9829,8802,6049,1584,878,1187,801,-2669,3188,4575,0,470,497,2000000,2023,03,1,自動車・自動車部品,263
0001136,ＮＩＴＴＡＮ,10,1,12,12,12,21541,56578,11058,25370,31207,45492,39009,3999,-368,1499,6151,-6097,-668,5858,0,966,2599,28978860,2018,03,1,自動車・自動車部品,262
0001136,ＮＩＴＴＡＮ,10,1,12,12,13,21777,57266,12491,26784,30481,45972,39558,3852,809,2437,5850,-5827,-803,4934,0,933,2640,28978860,2019,03,1,自動車・自動車部品,262
0001136,ＮＩＴＴＡＮ,10,1,12,12,13,22265,56192,10481,26706,29485,42465,36698,4429,431,1655,4177,-5663,1703,5140,0,1074,2587,28978860,2020,03,1,自動車・自動車部品,262
0001136,ＮＩＴＴＡＮ,10,1,12,12,13,21768,54134,11699,24499,29635,34705,30989,3697,670,1391,5442,-2578,-1861,6004,0,1044,2511,28978860,2021,03,1,自動車・自動車部品,262
0001136,ＮＩＴＴＡＮ,10,1,12,12,13,22274,54751,11913,23329,31421,38669,32841,3865,644,2027,6884,-3535,-3304,6309,0,1081,2542,28978860,2022,03,1,自動車・自動車部品,262
0001136,ＮＩＴＴＡＮ,10,1,12,12,13,24695,56907,12540,23929,32977,41876,36420,4015,391,1747,4798,-2532,-2196,6825,0,1239,2469,28978860,2023,03,1,自動車・自動車部品,262
0001175,三桜工業,10,1,12,11,35,58280,105667,42214,59561,46107,138724,119568,14859,4935,10952,8617,-10508,4734,15060,0,5348,8650,37112000,2018,03,1,自動車・自動車部品,262
0001175,三桜工業,10,1,12,11,35,59352,102152,52935,67507,34646,140456,124298,14092,-8525,-6652,5414,-8308,3814,15505,0,5238,8884,37112000,2019,03,1,自動車・自動車部品,262
0001175,三桜工業,10,1,12,11,35,53802,94598,41042,60626,33972,142707,124660,12595,2177,5372,8867,-4360,-4246,15917,0,5079,8839,37112000,2020,03,1,自動車・自動車部品,262
0001175,三桜工業,10,1,12,11,33,50735,86860,33929,51381,35478,113657,98167,12004,3630,5675,7887,-260,-8789,14418,0,4983,8132,37112000,2021,03,1,自動車・自動車部品,262
0001175,三桜工業,10,1,12,11,30,53485,96437,36863,54754,41682,115940,100678,13080,1009,3191,3340,-5652,813,13404,0,5246,7701,37112000,2022,03,1,自動車・自動車部品,262
0001175,三桜工業,10,1,12,11,30,56555,97280,39693,57369,39911,137692,122894,13477,-907,2178,5680,-4446,-2907,12837,0,5412,7726,37112000,2023,03,1,自動車・自動車部品,262
0001288,東海理化電機製作所,10,1,12,11,38,191675,377002,107259,144875,232127,481945,414318,36756,22014,30096,20826,-19769,3539,57870,0,15829,18919,94234171,2018,03,1,自動車・自動車部品,262
0001288,東海理化電機製作所,10,1,12,11,39,210265,387556,109381,146121,241435,507645,436242,41784,18090,26273,37919,-31933,-8033,55727,0,16424,19390,94234171,2019,03,1,自動車・自動車部品,262
0001288,東海理化電機製作所,10,1,12,11,39,196892,378489,100405,137466,241023,500002,435663,41741,15067,22914,40346,-22289,-6772,65429,0,16584,19452,94234171,2020,03,1,自動車・自動車部品,262
0001288,東海理化電機製作所,10,1,12,11,39,226003,419259,106652,148983,270276,440061,387937,38078,12026,19108,34682,-27505,-4525,69604,0,15539,19888,94234171,2021,03,1,自動車・自動車部品,262
0001288,東海理化電機製作所,10,1,12,11,38,237732,447834,119513,162296,285538,487303,432334,45758,3569,13661,14677,-26005,-6437,53854,0,16547,20083,94234171,2022,03,1,自動車・自動車部品,262
0001288,東海理化電機製作所,10,1,12,11,39,251595,456146,118624,159744,296401,553124,488478,47989,10900,22937,26755,-8695,-6078,66494,0,17539,20006,94234171,2023,03,1,自動車・自動車部品,262
0001351,日産自動車,10,1,12,11,193,11530393,18739935,6744384,13038225,5701710,11951169,9814001,1562408,746892,710743,1071250,-1147719,36810,1206000,304328,410156,138910,4220715112,2018,03,1,自動車・自動車部品,261
0001351,日産自動車,10,1,12,11,192,11613105,18952345,7730531,13328835,5623510,11574247,9670402,1585621,319138,477708,1450888,-1133547,-127140,1359058,302472,409222,138893,4220715112,2019,03,1,自動車・自動車部品,261
0001351,日産自動車,10,1,12,11,197,10675939,16976709,8065246,12551936,4424773,9878866,8442905,1476430,-671216,-573022,1185854,-708687,-155494,1642981,280801,387757,136134,4220715112,2020,03,1,自動車・自動車部品,261
0001351,日産自動車,10,1,12,11,210,10349659,16452068,6726382,12112242,4339826,7862572,6811747,1201476,-448697,-339334,1322789,-369121,-639692,2034026,232534,365551,131461,4220715112,2021,03,1,自動車・自動車部品,261
0001351,日産自動車,10,1,12,11,240,10316009,16371481,6143208,11341897,5029584,8424585,7070531,1106747,215533,384210,847187,-146835,-1092645,1792692,247552,393877,134111,4220715112,2022,03,1,自動車・自動車部品,261
0001351,日産自動車,10,1,12,11,239,11368211,17598581,6769326,11983441,5615140,10596695,8882846,1336740,221900,402436,1221051,-447041,-670607,2014387,283505,436403,131719,4220715112,2023,03,1,自動車・自動車部品,261
0001352,いすゞ自動車,10,1,12,11,91,1062993,2066539,619636,980029,1086510,2070359,1700726,202867,105663,176095,176804,-107035,-4432,329949,5623,79796,35262,848422669,2018,03,1,自動車・自動車部品,261
0001352,いすゞ自動車,10,1,12,11,92,1112570,2130894,626328,1014559,1116335,2149168,1765270,207116,113444,186108,156546,-86569,-106914,305311,7070,84429,37263,848422669,2019,03,1,自動車・自動車部品,261
0001352,いすゞ自動車,10,1,12,11,88,1119539,2152090,603193,1018708,1133381,2079936,1730354,208999,81232,143511,123701,-92659,-25153,303974,6153,84033,36856,848422669,2020,03,1,自動車・自動車部品,261
0001352,いすゞ自動車,10,1,12,11,88,1183346,2244970,623965,1039956,1205013,1908150,1605111,207305,42708,86829,222918,-93413,-55275,386670,4240,86889,36224,777442069,2021,03,1,自動車・自動車部品,261
0001352,いすゞ自動車,10,1,12,11,100,1490745,2856139,898195,1461714,1394425,2514291,2056104,270989,126193,204281,172056,-420867,186145,341713,5561,112031,44299,777442069,2022,03,1,自動車・自動車部品,261
0001352,いすゞ自動車,10,1,12,11,98,1702258,3046777,968832,1536544,1510232,3195537,2600347,341642,151743,269841,227085,-80527,-140372,364396,7543,128977,44495,777442069,2023,03,1,自動車・自動車部品,261
0001353,トヨタ自動車,10,2,12,11,606,18152656,50308249,17796891,30386173,19922076,29379510,22600474,3090495,2493983,2493983,4223128,-3660092,-449135,3219639,509653,0,369124,3262997492,2018,03,1,自動車・自動車部品,261
0001353,トヨタ自動車,10,2,12,11,608,18879237,51936949,18226938,31371739,20565210,30225681,23389495,2976351,1882873,1882873,3766597,-2697241,-540839,3706515,490093,0,370870,3262997492,2019,03,1,自動車・自動車部品,261
0001353,トヨタ自動車,10,3,12,11,537,18963320,53972363,18142209,32633351,21339012,29866547,23103596,2981965,2036140,2111125,2398496,-2124650,362805,4098450,0,0,361907,3262997492,2020,03,1,自動車・自動車部品,261
0001353,トヨタ自動車,10,3,12,11,544,22776800,62267140,21460466,37978811,24288329,27214594,21199890,2634625,2245261,2282378,2727162,-4684175,2739174,5100857,0,0,366283,3262997492,2021,03,1,自動車・自動車部品,261
0001353,トヨタ自動車,10,3,12,11,559,23722290,67688771,21842161,40533951,27154820,31379507,24250784,2975977,2850110,2874614,3722615,-577496,-2466516,6113655,0,0,372817,16314987460,2022,03,1,自動車・自動車部品,261
0001353,トヨタ自動車,10,3,12,11,569,26459781,74303180,23959715,45038967,29264213,37154298,29128561,3587990,2451318,2492967,2955076,-1598890,-56180,7516966,0,0,375235,16314987460,2023,03,1,自動車・自動車部品,261
0001355,日野自動車,10,1,12,11,74,681985,1286081,629978,733232,552848,1837982,1542439,215211,51361,81725,86473,-62781,-9448,44577,6604,54218,32719,574580850,2018,03,1,自動車・自動車部品,261
0001355,日野自動車,10,1,12,11,75,732201,1345821,642766,749361,596459,1981331,1674392,220220,54908,82523,48653,-72284,20902,40681,5368,58115,34069,574580850,2019,03,1,自動車・自動車部品,261
0001355,日野自動車,10,1,12,11,75,660752,1275080,569211,682399,592680,1815597,1542431,218306,31467,50973,95176,-67006,-28243,39793,5111,60196,34548,574580850,2020,03,1,自動車・自動車部品,261
0001355,日野自動車,10,1,12,11,76,608632,1231495,526210,626622,604872,1498442,1285609,200582,-7489,-1883,108429,-56211,-38408,54651,1245,58109,34527,574580850,2021,03,1,自動車・自動車部品,261
0001355,日野自動車,10,1,12,11,74,634755,1258350,614204,742342,516007,1459706,1209200,216694,-84732,-31484,106711,-62181,-39147,62662,1504,59330,34405,574580850,2022,03,1,自動車・自動車部品,261
0001355,日野自動車,10,1,12,11,74,733181,1361735,776089,928326,433409,1507336,1267676,222253,-117664,-89524,-40799,-60257,114208,75683,1119,62489,34231,574580850,2023,03,1,自動車・自動車部品,261
0001359,日産車体,10,1,12,11,6,209825,273020,96915,111306,161713,558600,550559,6710,-2297,-2848,8060,-6626,-20853,115113,0,2810,4264,157239691,2018,03,1,自動車・自動車部品,263
0001359,日産車体,10,1,12,11,6,209417,268514,89720,102489,166025,602882,587983,7111,5585,7924,18950,-5730,-7093,121239,0,2842,4032,157239691,2019,03,1,自動車・自動車部品,263
0001359,日産車体,10,1,12,11,6,207798,264709,80812,95917,168792,498831,482149,7378,5827,8582,13646,-5118,-6129,123637,0,2894,4053,157239691,2020,03,1,自動車・自動車部品,263
0001359,日産車体,10,1,12,11,6,210810,261052,79306,85875,175176,362869,355190,7195,1917,2311,8237,-481,-5614,125778,0,2954,4074,157239691,2021,03,1,自動車・自動車部品,263
0001359,日産車体,10,1,12,11,6,110705,231233,54810,59042,172190,215359,212146,6752,-2217,-3091,7872,-75155,-5625,52869,0,3052,4016,157239691,2022,03,1,自動車・自動車部品,263
0001359,日産車体,10,1,12,11,6,123124,249149,70938,76161,172987,307521,295930,7199,3883,5189,10985,-9305,-5122,49427,0,3105,3951,157239691,2023,03,1,自動車・自動車部品,263
0001368,ティラド,10,1,12,11,17,50704,93320,35642,46681,46639,124490,108543,10153,3691,5567,9202,-4422,749,11965,0,3398,4485,8344405,2018,03,1,自動車・自動車部品,262
0001368,ティラド,10,1,12,11,18,53152,92929,36053,46759,46170,136125,120302,10730,1735,3830,8558,-6387,71,13826,0,3535,4558,8344405,2019,03,1,自動車・自動車部品,262
0001368,ティラド,10,1,12,11,18,52927,88493,29671,43646,44846,130524,117051,10629,1435,3747,3093,-1778,-1357,13724,0,3967,4657,8344405,2020,03,1,自動車・自動車部品,262
0001368,ティラド,10,1,12,11,15,53326,86800,34681,43582,43218,113046,102205,9576,-1239,51,7475,-5840,-588,14614,0,3474,4549,8380711,2021,03,1,自動車・自動車部品,262
0001368,ティラド,10,1,12,11,15,57835,93756,37377,47024,46732,133581,118478,10061,3600,5899,7262,-5839,-3391,13404,0,3920,4641,6712411,2022,03,1,自動車・自動車部品,262
0001368,ティラド,10,1,12,11,13,58138,94098,37958,50246,43851,149413,137558,10805,-3595,-1970,4376,-6702,-1058,10361,0,4188,4496,6712411,2023,03,1,自動車・自動車部品,262
0001370,曙ブレーキ工業,10,1,12,11,22,67677,193431,87379,161939,31492,264921,235381,21397,782,4244,19354,-11101,-11276,12682,0,7370,9240,135992343,2018,03,1,自動車・自動車部品,262
0001370,曙ブレーキ工業,10,1,12,11,23,70792,168583,110071,160703,7880,243668,221615,21838,-18264,-13068,5237,-3326,4369,18794,0,7638,8678,135992343,2019,03,1,自動車・自動車部品,262
0001370,曙ブレーキ工業,10,1,12,11,24,80084,148959,35648,95086,53874,193317,172730,16880,24855,27343,-280,-2029,16001,32687,0,6001,7652,135992343,2020,03,1,自動車・自動車部品,262
0001370,曙ブレーキ工業,10,1,12,11,23,69974,132627,31311,89985,42642,134003,121330,13269,-11913,-10664,5587,-2742,-4982,29592,0,4785,6299,135992343,2021,03,1,自動車・自動車部品,262
0001370,曙ブレーキ工業,10,1,12,11,19,74856,139674,31752,90773,48901,135498,118162,13095,4154,5649,5474,-2237,-1148,30303,0,4731,5826,135992343,2022,03,1,自動車・自動車部品,262
0001370,曙ブレーキ工業,10,1,12,11,19,73852,141299,32874,91009,50290,153984,140382,13418,960,2644,4649,-6428,-1743,25498,0,4729,5720,135992343,2023,03,1,自動車・自動車部品,262
0001372,ＮＯＫ,10,1,12,11,92,342382,793314,185636,293419,499894,729341,600098,84308,35281,52866,69526,-58681,-13010,89420,0,27554,43529,173138537,2018,03,1,自動車・自動車部品,262
0001372,ＮＯＫ,10,1,12,11,93,327828,785133,181061,299634,485498,669482,560045,86297,3419,12909,63854,-79259,6633,80761,0,28452,42251,173138537,2019,03,1,自動車・自動車部品,262
0001372,ＮＯＫ,10,1,12,11,92,312952,728695,165938,281457,447238,626815,529828,84958,-2218,6880,71370,-50425,-17497,82366,0,28208,40492,173138537,2020,03,1,自動車・自動車部品,262
0001372,ＮＯＫ,10,1,12,11,90,368362,803000,197131,300886,502114,596369,504345,77556,-1361,7994,45824,-18719,5884,120385,0,26064,37999,173138537,2021,03,1,自動車・自動車部品,262
0001372,ＮＯＫ,10,1,12,11,90,407043,857324,202337,302969,554355,682507,567186,83984,25835,45278,54999,-37972,-32070,111247,0,28995,37613,173138537,2022,03,1,自動車・自動車部品,262
0001372,ＮＯＫ,10,1,12,11,91,401146,862750,183319,285404,577346,709956,604383,90193,13320,27739,46030,-35159,-21441,104117,0,30746,37913,173138537,2023,03,1,自動車・自動車部品,262
0001373,フタバ産業,10,1,12,11,23,112041,253362,112018,177670,75691,440446,408230,20957,10721,6380,24960,-27081,-6304,11960,0,8629,9969,89580827,2018,03,1,自動車・自動車部品,262
0001373,フタバ産業,10,1,12,11,23,103912,249061,98165,173850,75211,461705,431533,23375,3509,6158,25410,-30961,1489,7541,0,8889,10590,89580827,2019,03,1,自動車・自動車部品,262
0001373,フタバ産業,10,1,12,11,22,108128,253517,101947,177029,76488,476165,442415,23128,6357,10340,34020,-26443,-5572,9370,0,9025,10540,89580827,2020,03,1,自動車・自動車部品,262
0001373,フタバ産業,10,1,12,11,23,135150,290194,126235,202978,87216,466809,437442,21587,4095,7942,22792,-24672,1750,9522,0,8549,10865,89580827,2021,03,1,自動車・自動車部品,262
0001373,フタバ産業,10,1,12,11,21,135367,309487,145067,219473,90014,572118,543009,22993,3307,6255,35468,-35547,-3451,6730,0,9139,10706,89580827,2022,03,1,自動車・自動車部品,262
0001373,フタバ産業,10,1,12,11,21,152191,319768,147787,220021,99747,708072,675058,25332,10576,7917,47743,-22307,-22009,10331,0,10314,10617,89580827,2023,03,1,自動車・自動車部品,262
0001374,ＫＹＢ,10,3,12,11,36,211554,412493,171643,225841,186651,393743,312810,57983,15202,20881,29252,-16386,-4482,42702,0,0,14754,25748431,2018,03,1,自動車・自動車部品,262
0001374,ＫＹＢ,10,3,12,11,37,235105,441074,206979,285430,155643,412214,330099,60104,-24757,-29510,17047,-13616,10418,56092,0,0,15427,25748431,2019,03,1,自動車・自動車部品,262
0001374,ＫＹＢ,10,3,12,11,36,216635,410454,237931,330639,79815,381584,310330,53679,-61879,-41419,-4999,-21505,22576,50423,0,0,15439,25748431,2020,03,1,自動車・自動車部品,262
0001374,ＫＹＢ,10,3,12,11,35,236252,426635,204480,309910,116726,328037,267729,46983,17087,16340,20826,-6281,1146,68700,0,0,14718,25748431,2021,03,1,自動車・自動車部品,262
0001374,ＫＹＢ,10,3,12,11,32,240421,434187,198371,273273,160914,388360,309601,54046,22549,28817,24247,-10871,-32711,52118,0,0,14472,25748431,2022,03,1,自動車・自動車部品,262
0001374,ＫＹＢ,10,3,12,11,31,251952,446836,197204,255800,191036,431205,345957,59748,27210,31770,23914,-13517,-20180,43585,0,0,13920,25748431,2023,03,1,自動車・自動車部品,262
0001375,市光工業,10,1,12,11,10,43589,102416,46853,62418,39997,140600,111470,20127,9756,9431,21630,-5824,-14818,10215,0,2987,3870,96250001,2018,12,1,自動車・自動車部品,262
0001375,市光工業,10,1,12,11,10,46255,109813,45821,64407,45405,133053,105482,21130,5214,7123,16122,-16724,-1409,8196,0,1146,3796,96292401,2019,12,1,自動車・自動車部品,262
0001375,市光工業,10,1,12,11,10,46934,109634,48779,65090,44544,113859,91611,19779,2857,4005,11219,-10955,-2917,5426,0,1122,3602,96292401,2020,12,1,自動車・自動車部品,262
0001375,市光工業,10,1,12,11,8,48160,112521,49290,62997,49523,125510,100740,19207,3983,6028,9209,-6684,-2350,5720,0,1163,3519,96292401,2021,12,1,自動車・自動車部品,262
0001375,市光工業,10,1,12,11,7,63280,125915,58485,70907,55007,135451,112253,19260,4423,4408,13005,-5912,-4404,8631,0,1251,3521,96292401,2022,12,1,自動車・自動車部品,262
0001376,大同メタル工業,10,1,12,11,33,70857,160065,66163,102918,57147,106648,78638,21381,3590,6684,11186,-12331,-53,11866,0,6671,6728,44956853,2018,03,1,自動車・自動車部品,263
0001376,大同メタル工業,10,1,12,11,33,78142,161881,57885,96628,65253,107718,79596,20858,4135,7630,11709,-5462,-746,17127,0,6575,6887,47520253,2019,03,1,自動車・自動車部品,263
0001376,大同メタル工業,10,1,12,11,33,78781,159539,61816,95370,64168,100159,74702,21287,2740,5331,12822,-7297,-3553,19170,0,6574,6916,47520253,2020,03,1,自動車・自動車部品,263
0001376,大同メタル工業,10,1,12,11,33,75242,155176,57452,90637,64538,84720,65200,18205,104,1445,10098,-7043,-3098,18637,0,6088,6795,47520253,2021,03,1,自動車・自動車部品,263
0001376,大同メタル工業,10,1,12,11,33,85928,166155,65414,97460,68695,104024,77266,21715,1897,4379,13207,-8072,-5076,18868,0,6603,6984,47520253,2022,03,1,自動車・自動車部品,263
0001376,大同メタル工業,10,1,12,11,33,94054,173317,68723,102863,70454,115480,89312,23342,-2208,895,5003,-6345,790,18955,0,7148,6945,47520253,2023,03,1,自動車・自動車部品,263
0001377,プレス工業,10,1,12,11,19,78627,168549,64719,80425,88123,212119,186377,14242,5842,11127,17883,-7768,-5758,24611,0,5177,6962,114007210,2018,03,1,自動車・自動車部品,262
0001377,プレス工業,10,1,12,11,19,73080,159073,50338,64858,94214,220661,191939,14921,7567,13291,16825,-7419,-15450,18539,0,5381,6887,114009770,2019,03,1,自動車・自動車部品,262
0001377,プレス工業,10,1,12,11,19,70597,154170,45050,59546,94624,205292,183207,14625,3728,7100,18466,-9695,-5111,22273,0,5377,6658,114009770,2020,03,1,自動車・自動車部品,262
0001377,プレス工業,10,1,12,11,19,68950,152609,41709,57005,95604,153725,136461,12499,1489,2945,7103,-9892,-1988,17132,0,5124,6026,114009770,2021,03,1,自動車・自動車部品,262
0001377,プレス工業,10,1,12,11,19,84359,172617,54736,69398,103219,160060,134267,13369,7107,11747,15390,-10483,-594,21555,0,5420,5765,111015070,2022,03,1,自動車・自動車部品,262
0001377,プレス工業,10,1,12,11,19,87065,178402,51646,67315,111087,184844,157132,14601,6793,12833,21187,-9783,-10841,22329,0,5485,5628,108594270,2023,03,1,自動車・自動車部品,262
0001378,ミクニ,10,1,12,11,15,40410,89744,35272,56548,33195,103772,87887,11766,2547,4353,9423,-3812,-5624,4979,0,4005,5847,34049423,2018,03,1,自動車・自動車部品,262
0001378,ミクニ,10,1,12,11,15,46104,96768,35572,63813,32955,121803,105478,11921,2262,3852,5121,-6607,2770,6046,0,3980,5627,34049423,2019,03,1,自動車・自動車部品,262
0001378,ミクニ,10,1,12,11,16,43178,90396,31206,63669,26726,110499,96419,11670,-4014,-1042,2389,-6997,3022,4672,0,4291,5698,34049423,2020,03,1,自動車・自動車部品,262
0001378,ミクニ,10,1,12,11,17,46474,93891,31218,65495,28396,86962,76107,10285,-125,786,318,-2876,2217,4249,0,3913,5521,34049423,2021,03,1,自動車・自動車部品,262
0001378,ミクニ,10,1,12,11,18,51010,96917,33553,64998,31918,80789,66426,11044,1318,3103,5078,-2371,-2474,5060,0,4144,5345,34049423,2022,03,1,自動車・自動車部品,262
0001378,ミクニ,10,1,12,11,19,53402,100108,37579,67909,32199,93847,78577,12180,-1682,207,4880,-5441,-940,3712,0,4419,5274,34049423,2023,03,1,自動車・自動車部品,262
0001379,ＴＢＫ,10,1,12,11,13,23900,56483,17825,25524,30959,51353,45291,4164,1033,1675,2530,-1188,-4138,3010,0,1730,1999,29424635,2018,03,1,自動車・自動車部品,262
0001379,ＴＢＫ,10,1,12,11,14,23125,55341,17410,24393,30947,53637,47290,4839,1029,1509,6256,-3491,-3317,2440,0,1889,2094,29424635,2019,03,1,自動車・自動車部品,262
0001379,ＴＢＫ,10,1,12,11,14,22717,48949,16685,23499,25449,51340,45413,4665,-3116,-2811,3765,-4138,621,2902,0,1952,1990,29424635,2020,03,1,自動車・自動車部品,262
0001379,ＴＢＫ,10,1,12,11,14,24249,49201,15766,22859,26341,43956,38955,4357,-191,-219,5565,-2437,-1868,4151,0,1887,2060,29424635,2021,03,1,自動車・自動車部品,262
0001379,ＴＢＫ,10,1,12,11,14,24888,50476,15960,21996,28479,51194,45820,4775,783,1252,4292,-2343,-1843,4213,0,2122,2008,29424635,2022,03,1,自動車・自動車部品,262
0001379,ＴＢＫ,10,1,12,11,14,26105,52179,18625,24650,27529,53522,49151,5000,-2065,-690,2539,-3847,958,3924,0,2059,1956,29424635,2023,03,1,自動車・自動車部品,262
0001381,太平洋工業,10,1,12,11,13,43887,158858,37534,66945,91913,117758,100675,9019,7393,9258,17944,-22229,5239,13181,0,2606,3622,61268395,2018,03,1,自動車・自動車部品,262
0001381,太平洋工業,10,1,12,11,18,64320,203831,45151,106755,97075,145030,123417,11305,8730,11807,18941,-40595,29231,21488,0,3124,4390,61312896,2019,03,1,自動車・自動車部品,262
0001381,太平洋工業,10,1,12,11,18,61060,204280,42807,105858,98422,165969,142533,12924,7256,9546,21190,-24270,90,18066,0,3939,4806,61312896,2020,03,1,自動車・自動車部品,262
0001381,太平洋工業,10,1,12,11,17,71456,225531,47874,113023,112508,150408,129280,12152,7982,10253,26988,-18509,808,28058,0,3773,4797,61312896,2021,03,1,自動車・自動車部品,262
0001381,太平洋工業,10,1,12,11,15,82351,245439,44910,115056,130382,164472,141002,12712,9803,13805,18317,-17189,-4059,26609,0,4121,4763,61312896,2022,03,1,自動車・自動車部品,262
0001381,太平洋工業,10,1,12,11,15,90690,258058,52635,119337,138721,191254,168424,13531,9301,12911,24129,-16428,-3509,31593,0,4511,4797,61312896,2023,03,1,自動車・自動車部品,262
0001383,ユニバンス,10,1,12,12,7,19455,44383,17202,24907,19475,58729,51523,6395,356,828,4020,-3097,-1029,3354,0,3159,1862,23396787,2018,03,1,自動車・自動車部品,262
0001383,ユニバンス,10,1,12,12,8,20378,43944,18113,24681,19262,59924,51897,6380,935,1183,5454,-3345,-2624,2835,0,3356,1865,23396787,2019,03,1,自動車・自動車部品,262
0001383,ユニバンス,10,1,12,12,8,18815,42296,17949,26659,15636,56288,50558,6247,-3562,-3283,2035,-5906,3590,3127,0,3231,1834,23396787,2020,03,1,自動車・自動車部品,262
0001383,ユニバンス,10,1,12,12,8,20696,44345,17764,28326,16019,46249,40681,6229,-1313,-554,2947,-3807,529,2827,0,2665,1656,23396787,2021,03,1,自動車・自動車部品,262
0001383,ユニバンス,10,1,12,12,8,21263,42940,15994,24243,18697,49061,40253,5771,2835,3481,5442,-1631,-3827,2977,0,2873,1623,23396787,2022,03,1,自動車・自動車部品,262
