会社コード,企業名,決算期,連結基準,決算月数,日経業種コード,売上高,資産合計
0001185,大崎電気工業,2020/03,1,12,123222,90069,97962
0001185,大崎電気工業,2021/03,1,12,123222,76255,90989
0001185,大崎電気工業,2022/03,1,12,123222,76184,91222
0001186,オムロン,1999/03,2,12,123226,555280,580586
0001186,オムロン,2000/03,2,12,123226,555358,579489
0001186,オムロン,2001/03,2,12,123226,594259,593144
0001186,オムロン,2002/03,2,12,123226,533964,549366
0001186,オムロン,2003/03,2,12,123226,535073,567399
0001186,オムロン,2004/03,2,12,123226,584889,592273
0001186,オムロン,2005/03,2,12,123226,608588,585429
0001186,オムロン,2006/03,2,12,123226,626782,589061
0001186,オムロン,2007/03,2,12,123226,723866,630337
0001186,オムロン,2008/03,2,12,123226,762985,617367
0001186,オムロン,2009/03,2,12,123226,627190,538280
0001186,オムロン,2010/03,2,12,123226,524694,532254
0001186,オムロン,2011/03,2,12,123226,617825,562790
0001186,オムロン,2012/03,2,12,123226,619461,537323
0001186,オムロン,2013/03,2,12,123226,650461,573637
0001186,オムロン,2014/03,2,12,123226,772966,654704
0001186,オムロン,2015/03,2,12,123226,847252,711011
0001186,オムロン,2016/03,2,12,123226,833604,683325
0001186,オムロン,2017/03,2,12,123226,794201,697701
0001186,オムロン,2018/03,2,12,123226,859982,744952
0001186,オムロン,2019/03,2,12,123226,732581,749878
0001186,オムロン,2020/03,2,12,123226,677980,758124
0001186,オムロン,2021/03,2,12,123226,655529,820379
0001186,オムロン,2022/03,2,12,123226,762927,930629
0001188,森尾電機,2000/03,1,12,123226,4643,6323
0001188,森尾電機,2001/03,1,12,123226,4801,6073
0001188,森尾電機,2002/03,1,12,123226,5550,6187
0001188,森尾電機,2003/03,1,12,123226,5177,6035
0001188,森尾電機,2004/03,1,12,123226,4485,6247
0001188,森尾電機,2005/03,1,12,123226,6960,7055
0001188,森尾電機,2006/03,1,12,123226,5546,6566
0001188,森尾電機,2007/03,1,12,123226,5824,7747
0001188,森尾電機,2008/03,1,12,123226,8001,6984
0001188,森尾電機,2009/03,1,12,123226,6802,6389
0001188,森尾電機,2010/03,1,12,123226,6444,6036
0001188,森尾電機,2011/03,1,12,123226,7216,5906
0001188,森尾電機,2016/03,1,12,123226,7531,8016
0001188,森尾電機,2017/03,1,12,123226,6986,8159
0001188,森尾電機,2018/03,1,12,123226,8499,9189
0001188,森尾電機,2019/03,1,12,123226,9323,9688
0001188,森尾電機,2020/03,1,12,123226,9866,9900
0001188,森尾電機,2021/03,1,12,123226,9591,8883
0001188,森尾電機,2022/03,1,12,123226,8506,7945
0001189,かわでん,1999/03,1,12,123222,16425,27241
0001189,かわでん,2000/03,1,12,123222,15508,23852
0001190,ＮＥＣ,1999/03,2,12,123224,4759412,5045934
0001190,ＮＥＣ,2000/03,2,12,123224,4991447,4608964
0001190,ＮＥＣ,2001/03,2,12,123224,5409736,4823624
0001190,ＮＥＣ,2002/03,2,12,123224,5101022,5010883
0001190,ＮＥＣ,2003/03,2,12,123224,4663194,4178947
0001190,ＮＥＣ,2004/03,2,12,123224,4860546,4086772
0001190,ＮＥＣ,2005/03,2,12,123224,4801715,3982545
0001190,ＮＥＣ,2006/03,2,12,123224,4824929,3895782
0001190,ＮＥＣ,2007/03,1,12,123224,4652649,3731669
0001190,ＮＥＣ,2008/03,1,12,123224,4617153,3526795
0001190,ＮＥＣ,2009/03,1,12,123224,4215603,3075378
0001190,ＮＥＣ,2010/03,1,12,123224,3583148,2937644
0001190,ＮＥＣ,2011/03,1,12,123224,3115424,2628931
0001190,ＮＥＣ,2012/03,1,12,123224,3036836,2557570
0001190,ＮＥＣ,2013/03,1,12,123224,3071609,2580966
0001190,ＮＥＣ,2014/03,1,12,123224,3043114,2505329
0001190,ＮＥＣ,2015/03,1,12,123224,2935517,2620652
0001190,ＮＥＣ,2016/03,3,12,123224,2824833,2528904
0001190,ＮＥＣ,2016/03,1,12,123224,2821181,2493441
0001190,ＮＥＣ,2017/03,3,12,123224,2665035,2683996
0001190,ＮＥＣ,2017/03,1,12,123224,2669616,2677235
0001190,ＮＥＣ,2018/03,3,12,123224,2844447,2821351
0001190,ＮＥＣ,2019/03,3,12,123224,2913446,2963222
0001190,ＮＥＣ,2020/03,3,12,123224,3095234,3123254
0001190,ＮＥＣ,2021/03,3,12,123224,2994023,3668564
0001190,ＮＥＣ,2022/03,3,12,123224,3014095,3761733
0001191,富士通,1999/03,1,12,123224,5242986,5112330
0001191,富士通,2000/03,1,12,123224,5255102,5134648
0001191,富士通,2001/03,1,12,123224,5484426,5200071
0001191,富士通,2002/03,1,12,123224,5006977,4595804
0001191,富士通,2003/03,1,12,123224,4617580,4225361
0001191,富士通,2004/03,1,12,123224,4766888,3865589
0001191,富士通,2005/03,1,12,123224,4762759,3640198
0001191,富士通,2006/03,1,12,123224,4791416,3807131
0001191,富士通,2007/03,1,12,123224,5100163,3943724
0001191,富士通,2008/03,1,12,123224,5330865,3821963
0001191,富士通,2009/03,1,12,123224,4692991,3221982
0001191,富士通,2010/03,1,12,123224,4679519,3228051
0001191,富士通,2011/03,1,12,123224,4528405,3024097
0001191,富士通,2012/03,1,12,123224,4467574,2945507
0001191,富士通,2013/03,1,12,123224,4381728,2920326
0001191,富士通,2014/03,3,12,123224,4762445,3105937
0001191,富士通,2014/03,1,12,123224,4762445,3079534
0001191,富士通,2015/03,3,12,123224,4753210,3271121
0001191,富士通,2015/03,1,12,123224,4755252,3256494
0001191,富士通,2016/03,3,12,123224,4739294,3226303
0001191,富士通,2017/03,3,12,123224,4132972,3191498
0001191,富士通,2018/03,3,12,123224,4098379,3121522
0001191,富士通,2019/03,3,12,123224,3952437,3104842
0001191,富士通,2020/03,3,12,123224,3857797,3187445
0001191,富士通,2021/03,3,12,123224,3589702,3190206
0001191,富士通,2022/03,3,12,123224,3586839,3331809
0001192,ＯＫＩ,1999/03,1,12,123224,673171,799894
0001192,ＯＫＩ,2000/03,1,12,123224,669777,748432
0001192,ＯＫＩ,2001/03,1,12,123224,740250,732483
0001192,ＯＫＩ,2002/03,1,12,123224,604572,651582
0001192,ＯＫＩ,2003/03,1,12,123224,585473,622891
0001192,ＯＫＩ,2004/03,1,12,123224,654214,609560
0001192,ＯＫＩ,2005/03,1,12,123224,688542,608015
0001192,ＯＫＩ,2006/03,1,12,123224,680526,618859
0001192,ＯＫＩ,2007/03,1,12,123224,716967,632830
0001192,ＯＫＩ,2008/03,1,12,123224,719756,574371
0001192,ＯＫＩ,2009/03,1,12,123224,544529,398188
0001192,ＯＫＩ,2010/03,1,12,123224,442949,377894
0001192,ＯＫＩ,2011/03,1,12,123224,432651,368822
0001192,ＯＫＩ,2012/03,1,12,123224,423480,368065
0001192,ＯＫＩ,2013/03,1,12,123224,455824,349322
0001192,ＯＫＩ,2014/03,1,12,123224,483112,412514
0001192,ＯＫＩ,2015/03,1,12,123224,540153,439358
0001192,ＯＫＩ,2016/03,1,12,123224,490314,411776
0001192,ＯＫＩ,2017/03,1,12,123224,451627,360724
0001192,ＯＫＩ,2018/03,1,12,123224,438026,366512
0001192,ＯＫＩ,2019/03,1,12,123224,441452,365503
0001192,ＯＫＩ,2020/03,1,12,123224,457223,372471
0001192,ＯＫＩ,2021/03,1,12,123224,392868,371546
0001192,ＯＫＩ,2022/03,1,12,123224,352064,369170
0001193,岩崎通信機,1999/03,1,12,123224,47005,41504
0001193,岩崎通信機,2000/03,1,12,123224,47924,40596
0001193,岩崎通信機,2001/03,1,12,123224,49593,42658
0001193,岩崎通信機,2002/03,1,12,123224,47540,41830
0001193,岩崎通信機,2003/03,1,12,123224,43237,36629
0001193,岩崎通信機,2004/03,1,12,123224,41359,38260
0001193,岩崎通信機,2005/03,1,12,123224,43300,36715
0001193,岩崎通信機,2006/03,1,12,123224,39566,34944
0001193,岩崎通信機,2007/03,1,12,123224,37169,32655
0001193,岩崎通信機,2008/03,1,12,123224,33834,29512
0001193,岩崎通信機,2009/03,1,12,123224,31409,33691
0001193,岩崎通信機,2010/03,1,12,123224,27096,30369
0001193,岩崎通信機,2011/03,1,12,123224,26856,27841
0001193,岩崎通信機,2012/03,1,12,123224,25425,26811
0001193,岩崎通信機,2013/03,1,12,123224,24296,27211
0001193,岩崎通信機,2014/03,1,12,123224,25275,28411
0001193,岩崎通信機,2015/03,1,12,123224,24778,28785
0001193,岩崎通信機,2016/03,1,12,123224,23624,30609
0001193,岩崎通信機,2017/03,1,12,123224,22354,28942
0001193,岩崎通信機,2018/03,1,12,123224,21764,29295
0001193,岩崎通信機,2019/03,1,12,123224,20847,29409
0001193,岩崎通信機,2020/03,1,12,123224,22294,28944
0001193,岩崎通信機,2021/03,1,12,123224,21706,36110
0001193,岩崎通信機,2022/03,1,12,123224,23182,36441
0001195,電気興業,1999/03,1,12,123224,59651,60862
0001195,電気興業,2000/03,1,12,123224,52696,58005
0001195,電気興業,2001/03,1,12,123224,48010,59116
0001195,電気興業,2002/03,1,12,123224,46635,53861
0001195,電気興業,2003/03,1,12,123224,41357,47063
0001195,電気興業,2004/03,1,12,123224,43879,53889
0001195,電気興業,2005/03,1,12,123224,47030,57544
0001195,電気興業,2006/03,1,12,123224,59141,65219
0001195,電気興業,2007/03,1,12,123224,64084,65286
0001195,電気興業,2008/03,1,12,123224,58465,63976
0001195,電気興業,2009/03,1,12,123224,57281,60634
0001195,電気興業,2010/03,1,12,123224,48805,62110
0001195,電気興業,2011/03,1,12,123224,44667,59811
0001195,電気興業,2012/03,1,12,123224,36038,57658
0001195,電気興業,2013/03,1,12,123224,40869,67570
0001195,電気興業,2014/03,1,12,123224,48504,65661
0001195,電気興業,2015/03,1,12,123224,47541,65690
0001195,電気興業,2016/03,1,12,123224,45647,61106
0001195,電気興業,2017/03,1,12,123224,39906,60164
0001195,電気興業,2018/03,1,12,123224,43022,61687
0001195,電気興業,2019/03,1,12,123224,44757,62437
0001195,電気興業,2020/03,1,12,123224,45016,61208
0001195,電気興業,2021/03,1,12,123224,41478,62463
0001195,電気興業,2022/03,1,12,123224,33968,56336
0001196,サンケン電気,1999/03,1,12,123224,133763,168996
0001196,サンケン電気,2000/03,1,12,123224,136530,170766
0001196,サンケン電気,2001/03,1,12,123224,158710,175559
0001196,サンケン電気,2002/03,1,12,123224,140088,157899
0001196,サンケン電気,2003/03,1,12,123224,146070,148745
0001196,サンケン電気,2004/03,1,12,123224,147177,144383
0001196,サンケン電気,2005/03,1,12,123224,156216,140917
0001196,サンケン電気,2006/03,1,12,123224,173527,172327
0001196,サンケン電気,2007/03,1,12,123224,203815,193787
0001196,サンケン電気,2008/03,1,12,123224,184309,173529
0001196,サンケン電気,2009/03,1,12,123224,147003,147768
0001196,サンケン電気,2010/03,1,12,123224,134134,131908
0001196,サンケン電気,2011/03,1,12,123224,144882,132384
0001196,サンケン電気,2012/03,1,12,123224,131803,136130
0001196,サンケン電気,2013/03,1,12,123224,126386,148517
0001196,サンケン電気,2014/03,1,12,123224,144467,164762
0001196,サンケン電気,2015/03,1,12,123224,160724,193267
0001196,サンケン電気,2016/03,1,12,123224,155919,184711
0001196,サンケン電気,2017/03,1,12,123224,158772,182700
0001196,サンケン電気,2018/03,1,12,123224,175209,185359
0001196,サンケン電気,2019/03,1,12,123224,173650,188192
0001196,サンケン電気,2020/03,1,12,123224,160217,194024
0001196,サンケン電気,2021/03,1,12,123224,156795,233673
0001196,サンケン電気,2022/03,1,12,123224,175660,244732
0001202,日本信号,1999/03,1,12,123226,80164,74103
0001202,日本信号,2000/03,1,12,123226,85423,92049
0001202,日本信号,2001/03,1,12,123226,92068,97982
0001202,日本信号,2002/03,1,12,123226,84803,97098
0001202,日本信号,2003/03,1,12,123226,85890,99293
0001202,日本信号,2004/03,1,12,123226,79836,99040
0001202,日本信号,2005/03,1,12,123226,84472,92029
0001202,日本信号,2006/03,1,12,123226,89531,103480
0001202,日本信号,2007/03,1,12,123226,95040,101720
0001202,日本信号,2008/03,1,12,123226,90184,95223
0001202,日本信号,2009/03,1,12,123226,86766,91691
0001202,日本信号,2010/03,1,12,123226,83851,98902
0001202,日本信号,2011/03,1,12,123226,83465,108578
0001202,日本信号,2012/03,1,12,123226,84503,105591
0001202,日本信号,2013/03,1,12,123226,85339,111058
0001202,日本信号,2014/03,1,12,123226,93217,113140
0001202,日本信号,2015/03,1,12,123226,100416,120573
0001202,日本信号,2016/03,1,12,123226,90593,121434
0001202,日本信号,2017/03,1,12,123226,82134,124298
0001202,日本信号,2018/03,1,12,123226,83770,127322
0001202,日本信号,2019/03,1,12,123226,99857,137643
0001202,日本信号,2020/03,1,12,123226,111675,137971
0001202,日本信号,2021/03,1,12,123226,92755,141356
0001202,日本信号,2022/03,1,12,123226,85047,134086
0001203,京三製作所,1999/03,1,12,123226,58523,64008
0001203,京三製作所,2000/03,1,12,123226,56100,67154
0001203,京三製作所,2001/03,1,12,123226,61238,68603
0001203,京三製作所,2002/03,1,12,123226,55151,68824
0001203,京三製作所,2003/03,1,12,123226,60476,77642
0001203,京三製作所,2004/03,1,12,123226,67093,84494
0001203,京三製作所,2005/03,1,12,123226,67311,78216
0001203,京三製作所,2006/03,1,12,123226,64087,80600
0001203,京三製作所,2007/03,1,12,123226,65093,80860
0001203,京三製作所,2008/03,1,12,123226,65475,78972
0001203,京三製作所,2009/03,1,12,123226,71392,80779
0001203,京三製作所,2010/03,1,12,123226,68196,69575
0001203,京三製作所,2011/03,1,12,123226,65108,71832
0001203,京三製作所,2012/03,1,12,123226,58483,74350
0001203,京三製作所,2013/03,1,12,123226,58147,79266
0001203,京三製作所,2014/03,1,12,123226,64136,81627
0001203,京三製作所,2015/03,1,12,123226,63139,86135
0001203,京三製作所,2016/03,1,12,123226,60261,83392
0001203,京三製作所,2017/03,1,12,123226,59990,86962
0001203,京三製作所,2018/03,1,12,123226,73905,95851
0001203,京三製作所,2019/03,1,12,123226,69305,102856
0001203,京三製作所,2020/03,1,12,123226,72810,106760
0001203,京三製作所,2021/03,1,12,123226,62218,102702
0001203,京三製作所,2022/03,1,12,123226,72916,113359
0001204,大同信号,1999/03,1,12,123226,13846,17319
0001204,大同信号,2000/03,1,12,123226,14457,19423
0001204,大同信号,2001/03,1,12,123226,16468,19150
0001204,大同信号,2002/03,1,12,123226,15427,20131
0001204,大同信号,2003/03,1,12,123226,16657,18316
0001204,大同信号,2004/03,1,12,123226,17249,20689
0001204,大同信号,2005/03,1,12,123226,17632,19941
0001204,大同信号,2006/03,1,12,123226,16888,20449
0001204,大同信号,2007/03,1,12,123226,17214,20279
0001204,大同信号,2008/03,1,12,123226,15933,19808
0001204,大同信号,2009/03,1,12,123226,17030,19290
0001204,大同信号,2010/03,1,12,123226,15904,19891
0001204,大同信号,2011/03,1,12,123226,16487,20849
0001204,大同信号,2012/03,1,12,123226,20330,33663
0001204,大同信号,2013/03,1,12,123226,22276,36101
0001204,大同信号,2014/03,1,12,123226,21676,36547
0001204,大同信号,2015/03,1,12,123226,21879,38055
0001204,大同信号,2016/03,1,12,123226,22896,39654
0001204,大同信号,2017/03,1,12,123226,21612,39767
0001204,大同信号,2018/03,1,12,123226,21277,40270
0001204,大同信号,2019/03,1,12,123226,24809,43566
0001204,大同信号,2020/03,1,12,123226,24942,44251
0001204,大同信号,2021/03,1,12,123226,22943,44635
0001204,大同信号,2022/03,1,12,123226,22171,42442
0001205,能美防災,1999/03,1,12,123229,79688,71498
0001205,能美防災,2000/03,1,12,123229,77666,75266
0001205,能美防災,2001/03,1,12,123229,79494,75569
0001205,能美防災,2002/03,1,12,123229,74910,67331
0001205,能美防災,2003/03,1,12,123229,74519,64375
0001205,能美防災,2004/03,1,12,123229,72144,65406
0001205,能美防災,2005/03,1,12,123229,73956,63719
0001205,能美防災,2006/03,1,12,123229,75147,64432
0001205,能美防災,2007/03,1,12,123229,79706,77444
0001205,能美防災,2008/03,1,12,123229,84947,81249
0001205,能美防災,2009/03,1,12,123229,89579,81874
0001205,能美防災,2010/03,1,12,123229,84149,80266
0001205,能美防災,2011/03,1,12,123229,79951,80390
0001205,能美防災,2012/03,1,12,123229,84762,86085
0001205,能美防災,2013/03,1,12,123229,86097,87945
0001205,能美防災,2014/03,1,12,123229,93758,95363
0001205,能美防災,2015/03,1,12,123229,93833,102936
0001205,能美防災,2016/03,1,12,123229,100665,107145
0001205,能美防災,2017/03,1,12,123229,95328,114093
0001205,能美防災,2018/03,1,12,123229,105032,122617
0001205,能美防災,2019/03,1,12,123229,106774,128628
0001205,能美防災,2020/03,1,12,123229,117294,136666
0001205,能美防災,2021/03,1,12,123229,107897,139875
0001205,能美防災,2022/03,1,12,123229,112913,148599
0001206,ホーチキ,1999/03,1,12,123229,55942,44662
0001206,ホーチキ,2000/03,1,12,123229,55422,45316
0001206,ホーチキ,2001/03,1,12,123229,57606,47417
0001206,ホーチキ,2002/03,1,12,123229,54802,46591
0001206,ホーチキ,2003/03,1,12,123229,55098,41594
0001206,ホーチキ,2004/03,1,12,123229,51974,43224
0001206,ホーチキ,2005/03,1,12,123229,56181,43473
0001206,ホーチキ,2006/03,1,12,123229,55598,44810
0001206,ホーチキ,2007/03,1,12,123229,62171,44233
0001206,ホーチキ,2008/03,1,12,123229,67016,44285
0001206,ホーチキ,2009/03,1,12,123229,65733,44070
0001206,ホーチキ,2010/03,1,12,123229,58676,42277
0001206,ホーチキ,2011/03,1,12,123229,60796,46006
0001206,ホーチキ,2012/03,1,12,123229,62466,47925
0001206,ホーチキ,2013/03,1,12,123229,61763,45746
0001206,ホーチキ,2014/03,1,12,123229,67733,50829
0001206,ホーチキ,2015/03,1,12,123229,70173,52934
0001206,ホーチキ,2016/03,1,12,123229,71919,53248
0001206,ホーチキ,2017/03,1,12,123229,73088,55431
0001206,ホーチキ,2018/03,1,12,123229,75961,59953
0001206,ホーチキ,2019/03,1,12,123229,77951,62457
0001206,ホーチキ,2020/03,1,12,123229,80551,63458
0001206,ホーチキ,2021/03,1,12,123229,76567,67626
0001206,ホーチキ,2022/03,1,12,123229,81251,73912
0001208,パナソニック　ホールディングス,1999/03,2,12,123223,7640119,7938248
0001208,パナソニック　ホールディングス,2000/03,2,12,123223,7299387,7955075
0001208,パナソニック　ホールディングス,2001/03,2,12,123223,7681561,8156288
0001208,パナソニック　ホールディングス,2002/03,2,12,123223,7073837,7768457
0001208,パナソニック　ホールディングス,2003/03,2,12,123223,7401714,7834693
0001208,パナソニック　ホールディングス,2004/03,2,12,123223,7479744,7438012
0001208,パナソニック　ホールディングス,2005/03,2,12,123223,8713636,8056881
0001208,パナソニック　ホールディングス,2006/03,2,12,123223,8894329,7964640
0001208,パナソニック　ホールディングス,2007/03,2,12,123223,9108170,7896958
0001208,パナソニック　ホールディングス,2008/03,2,12,123223,9068928,7443614
0001208,パナソニック　ホールディングス,2009/03,2,12,123223,7765507,6403316
0001208,パナソニック　ホールディングス,2010/03,2,12,123223,7417980,8358057
0001208,パナソニック　ホールディングス,2011/03,2,12,123223,8692672,7822870
0001208,パナソニック　ホールディングス,2012/03,2,12,123223,7846216,6601055
0001208,パナソニック　ホールディングス,2013/03,2,12,123223,7303045,5397812
0001208,パナソニック　ホールディングス,2014/03,2,12,123223,7736541,5212994
0001208,パナソニック　ホールディングス,2015/03,2,12,123223,7715037,5956947
0001208,パナソニック　ホールディングス,2016/03,3,12,123223,7626306,5488024
0001208,パナソニック　ホールディングス,2016/03,2,12,123223,7553717,5596982
0001208,パナソニック　ホールディングス,2017/03,3,12,123223,7343707,5982961
0001208,パナソニック　ホールディングス,2018/03,3,12,123223,7982164,6291148
0001208,パナソニック　ホールディングス,2019/03,3,12,123223,8002733,6013931
0001208,パナソニック　ホールディングス,2020/03,3,12,123223,7490601,6218518
0001208,パナソニック　ホールディングス,2021/03,3,12,123223,6698794,6847073
0001208,パナソニック　ホールディングス,2022/03,3,12,123223,7388791,8023583
0001209,シャープ,1999/03,1,12,123223,1745537,2021886
0001209,シャープ,2000/03,1,12,123223,1854774,1987444
0001209,シャープ,2001/03,1,12,123223,2012858,2003641
0001209,シャープ,2002/03,1,12,123223,1803798,1966909
0001209,シャープ,2003/03,1,12,123223,2003210,2004832
0001209,シャープ,2004/03,1,12,123223,2257273,2150250
0001209,シャープ,2005/03,1,12,123223,2539859,2385026
0001209,シャープ,2006/03,1,12,123223,2797109,2560299
0001209,シャープ,2007/03,1,12,123223,3127771,2968810
0001209,シャープ,2008/03,1,12,123223,3417736,3073207
0001209,シャープ,2009/03,1,12,123223,2847227,2688721
0001209,シャープ,2010/03,1,12,123223,2755948,2836255
0001209,シャープ,2011/03,1,12,123223,3021973,2885678
0001209,シャープ,2012/03,1,12,123223,2455850,2614135
0001209,シャープ,2013/03,1,12,123223,2478586,2087763
0001209,シャープ,2014/03,1,12,123223,2927186,2181680
0001209,シャープ,2015/03,1,12,123223,2786256,1961909
0001209,シャープ,2016/03,1,12,123223,2461589,1570672
0001209,シャープ,2017/03,1,12,123223,2050639,1773682
0001209,シャープ,2018/03,1,12,123223,2427271,1908461
0001209,シャープ,2019/03,1,12,123223,2394767,1848551
0001209,シャープ,2020/03,1,12,123223,2262284,1811907
0001209,シャープ,2021/03,1,12,123223,2425910,1927226
0001209,シャープ,2022/03,1,12,123223,2495588,1956288
0001210,アンリツ,1999/03,1,12,123224,113268,170127
0001210,アンリツ,2000/03,1,12,123224,115068,170601
0001210,アンリツ,2001/03,1,12,123224,159055,207544
0001210,アンリツ,2002/03,1,12,123224,131578,198780
0001210,アンリツ,2003/03,1,12,123224,78554,144131
0001210,アンリツ,2004/03,1,12,123224,78396,148353
0001210,アンリツ,2005/03,1,12,123224,84040,142111
0001210,アンリツ,2006/03,1,12,123224,91262,152390
0001210,アンリツ,2007/03,1,12,123224,99446,140395
0001210,アンリツ,2008/03,1,12,123224,100485,124917
0001210,アンリツ,2009/03,1,12,123224,83940,100983
0001210,アンリツ,2010/03,1,12,123224,73548,101188
0001210,アンリツ,2011/03,1,12,123224,77853,99249
0001210,アンリツ,2012/03,3,12,123224,93622,111287
0001210,アンリツ,2012/03,1,12,123224,93586,113069
0001210,アンリツ,2013/03,3,12,123224,94685,115095
0001210,アンリツ,2013/03,1,12,123224,94540,117749
0001210,アンリツ,2014/03,3,12,123224,101853,127149
0001210,アンリツ,2015/03,3,12,123224,98839,126893
0001210,アンリツ,2016/03,3,12,123224,95532,124624
0001210,アンリツ,2017/03,3,12,123224,87638,125054
0001210,アンリツ,2018/03,3,12,123224,85967,121190
0001210,アンリツ,2019/03,3,12,123224,99659,130467
0001210,アンリツ,2020/03,3,12,123224,107023,138873
0001210,アンリツ,2021/03,3,12,123224,105939,144100
0001210,アンリツ,2022/03,3,12,123224,105387,153261
0001211,富士通ゼネラル,1999/03,1,12,123223,193298,135705
0001211,富士通ゼネラル,2000/03,1,12,123223,187636,124566
0001211,富士通ゼネラル,2001/03,1,12,123223,191671,153315
0001211,富士通ゼネラル,2002/03,1,12,123223,151673,146924
0001211,富士通ゼネラル,2003/03,1,12,123223,158556,134725
0001211,富士通ゼネラル,2004/03,1,12,123223,168678,120722
0001211,富士通ゼネラル,2005/03,1,12,123223,170607,114461
0001211,富士通ゼネラル,2006/03,1,12,123223,179908,125730
0001211,富士通ゼネラル,2007/03,1,12,123223,189279,125790
0001211,富士通ゼネラル,2008/03,1,12,123223,222654,127756
0001211,富士通ゼネラル,2009/03,1,12,123223,187102,111864
0001211,富士通ゼネラル,2010/03,1,12,123223,164158,119094
0001211,富士通ゼネラル,2011/03,1,12,123223,182105,120402
0001211,富士通ゼネラル,2012/03,1,12,123223,203549,121486
0001211,富士通ゼネラル,2013/03,1,12,123223,209167,149182
0001211,富士通ゼネラル,2014/03,1,12,123223,241441,162421
0001211,富士通ゼネラル,2015/03,1,12,123223,274807,190522
0001211,富士通ゼネラル,2016/03,1,12,123223,280977,181082
0001211,富士通ゼネラル,2017/03,1,12,123223,260054,193949
0001211,富士通ゼネラル,2018/03,1,12,123223,262340,210403
0001211,富士通ゼネラル,2019/03,1,12,123223,252667,215784
0001211,富士通ゼネラル,2020/03,1,12,123223,262117,213250
0001211,富士通ゼネラル,2021/03,1,12,123223,265452,251378
0001211,富士通ゼネラル,2022/03,1,12,123223,284128,268633
0001213,ソニーグループ,1999/03,2,12,123223,6804182,6299053
0001213,ソニーグループ,2000/03,2,12,123223,6686661,6807197
0001213,ソニーグループ,2001/03,2,12,123223,7314824,7827966
0001213,ソニーグループ,2002/03,2,12,123223,7578258,8185795
0001213,ソニーグループ,2003/03,2,12,123223,7473633,8370545
0001213,ソニーグループ,2004/03,2,12,123223,7496391,9090662
0001213,ソニーグループ,2005/03,2,12,123223,7159616,9499100
0001213,ソニーグループ,2006/03,2,12,123223,7510597,10607753
0001213,ソニーグループ,2007/03,2,12,123223,8295695,11716362
0001213,ソニーグループ,2008/03,2,12,123223,8871414,12552739
0001213,ソニーグループ,2009/03,2,12,123223,7729993,12013511
0001213,ソニーグループ,2010/03,2,12,123223,7213998,12866114
0001213,ソニーグループ,2011/03,2,12,123223,7181273,12911122
0001213,ソニーグループ,2012/03,2,12,123223,6493212,13295667
0001213,ソニーグループ,2013/03,2,12,123223,6795504,14211033
0001213,ソニーグループ,2014/03,2,12,123223,7767266,15333720
0001213,ソニーグループ,2015/03,2,12,123223,8215880,15834331
0001213,ソニーグループ,2016/03,2,12,123223,8105712,16673390
0001213,ソニーグループ,2017/03,2,12,123223,7603250,17660556
0001213,ソニーグループ,2018/03,2,12,123223,8543982,19065538
0001213,ソニーグループ,2019/03,2,12,123223,8665687,20981586
0001213,ソニーグループ,2020/03,2,12,123223,8259885,23039343
0001213,ソニーグループ,2021/03,3,12,123223,8998661,27507843
0001213,ソニーグループ,2021/03,2,12,123223,8999360,26354840
0001213,ソニーグループ,2022/03,3,12,123223,9921513,30480967
0001216,ＴＤＫ,1999/03,2,12,123225,676250,740180
0001216,ＴＤＫ,2000/03,2,12,123225,674464,775992
0001216,ＴＤＫ,2001/03,2,12,123225,689911,820177
0001216,ＴＤＫ,2002/03,2,12,123225,570511,749910
0001216,ＴＤＫ,2003/03,2,12,123225,608880,747337
0001216,ＴＤＫ,2004/03,2,12,123225,655792,770319
0001216,ＴＤＫ,2005/03,2,12,123225,657853,808001
0001216,ＴＤＫ,2006/03,2,12,123225,795180,923503
0001216,ＴＤＫ,2007/03,2,12,123225,862025,989304
0001216,ＴＤＫ,2008/03,2,12,123225,866285,935533
0001216,ＴＤＫ,2009/03,2,12,123225,727400,1101036
0001216,ＴＤＫ,2010/03,2,12,123225,808858,1091458
0001216,ＴＤＫ,2011/03,2,12,123225,871943,1060853
0001216,ＴＤＫ,2012/03,2,12,123225,814497,1072829
0001216,ＴＤＫ,2013/03,2,12,123225,841847,1169642
0001216,ＴＤＫ,2014/03,2,12,123225,984525,1239589
0001216,ＴＤＫ,2015/03,2,12,123225,1082560,1404282
0001216,ＴＤＫ,2016/03,2,12,123225,1152255,1450564
0001216,ＴＤＫ,2017/03,2,12,123225,1178257,1664333
0001216,ＴＤＫ,2018/03,2,12,123225,1271747,1905209
0001216,ＴＤＫ,2019/03,2,12,123225,1381806,1992480
0001216,ＴＤＫ,2020/03,2,12,123225,1363037,1943379
0001216,ＴＤＫ,2021/03,3,12,123225,1479008,2359663
0001216,ＴＤＫ,2021/03,2,12,123225,1479008,2401433
0001216,ＴＤＫ,2022/03,3,12,123225,1902124,3041653
0001216,ＴＤＫ,2022/03,2,12,123225,1902124,3086924
0001217,帝国通信工業,1999/03,1,12,123225,22271,29664
0001217,帝国通信工業,2000/03,1,12,123225,21098,29974
0001217,帝国通信工業,2001/03,1,12,123225,25515,30605
0001217,帝国通信工業,2002/03,1,12,123225,24703,30310
0001217,帝国通信工業,2003/03,1,12,123225,25836,30962
0001217,帝国通信工業,2004/03,1,12,123225,27954,32223
