会社コード,企業名,決算期,連結基準,決算月数,日経業種コード,売上高,資産合計
0000001,極洋,1999/03,1,12,235341,171944,62109
0000001,極洋,2000/03,1,12,235341,171031,60885
0000001,極洋,2001/03,1,12,235341,166644,60599
0000001,極洋,2002/03,1,12,235341,158006,57069
0000001,極洋,2003/03,1,12,235341,162773,55373
0000001,極洋,2004/03,1,12,235341,151534,58562
0000001,極洋,2005/03,1,12,235341,152638,58506
0000001,極洋,2006/03,1,12,235341,152899,65049
0000001,極洋,2007/03,1,12,235341,157088,66459
0000001,極洋,2008/03,1,12,235341,147767,57373
0000001,極洋,2009/03,1,12,235341,147554,61184
0000001,極洋,2010/03,1,12,235341,145778,64301
0000001,極洋,2011/03,1,12,235341,162731,76925
0000001,極洋,2012/03,1,12,235341,181885,84937
0000001,極洋,2013/03,1,12,235341,178046,83245
0000001,極洋,2014/03,1,12,235341,202387,84319
0000001,極洋,2015/03,1,12,235341,218350,88937
0000001,極洋,2016/03,1,12,235341,226626,94608
0000001,極洋,2017/03,1,12,235341,236561,97391
0000001,極洋,2018/03,1,12,235341,254783,106297
0000001,極洋,2019/03,1,12,235341,256151,114673
0000001,極洋,2020/03,1,12,235341,262519,111184
0000001,極洋,2021/03,1,12,235341,249197,116331
0000001,極洋,2022/03,1,12,235341,253575,130460
0000003,日本水産,1999/03,1,12,235341,442998,288067
0000003,日本水産,2000/03,1,12,235341,472297,293980
0000003,日本水産,2001/03,1,12,235341,463747,314712
0000003,日本水産,2002/03,1,12,235341,482953,337951
0000003,日本水産,2003/03,1,12,235341,499810,321254
0000003,日本水産,2004/03,1,12,235341,494644,326224
0000003,日本水産,2005/03,1,12,235341,510889,331519
0000003,日本水産,2006/03,1,12,235341,539653,384819
0000003,日本水産,2007/03,1,12,235341,552871,404173
0000003,日本水産,2008/03,1,12,235341,533970,396739
0000003,日本水産,2009/03,1,12,235341,505250,385462
0000003,日本水産,2010/03,1,12,235341,481574,383924
0000003,日本水産,2011/03,1,12,235341,494294,401185
0000003,日本水産,2012/03,1,12,235341,538030,403182
0000003,日本水産,2013/03,1,12,235341,566858,424108
0000003,日本水産,2014/03,1,12,235341,604249,434597
0000003,日本水産,2015/03,1,12,235341,638435,461889
0000003,日本水産,2016/03,1,12,235341,637164,445707
0000003,日本水産,2017/03,1,12,235341,635953,451876
0000003,日本水産,2018/03,1,12,235341,677293,482233
0000003,日本水産,2019/03,1,12,235341,712111,477913
0000003,日本水産,2020/03,1,12,235341,690016,491533
0000003,日本水産,2021/03,1,12,235341,615044,475468
0000003,日本水産,2022/03,1,12,235341,693682,505731
0000004,マルハニチロ,1999/03,1,12,235341,934522,468072
0000004,マルハニチロ,2000/03,1,12,235341,941329,514689
0000004,マルハニチロ,2001/03,1,12,235341,891117,504249
0000004,マルハニチロ,2002/03,1,12,235341,841017,485772
0000004,マルハニチロ,2003/03,1,12,235341,804174,459599
0000004,マルハニチロ,2004/03,1,12,235341,757893,439642
0000004,マルハニチロ,2012/03,1,12,235341,233998,134504
0000004,マルハニチロ,2013/03,1,12,235341,229494,124453
0000004,マルハニチロ,2014/03,1,12,235341,264449,151536
0000004,マルハニチロ,2015/03,1,12,235341,863784,502016
0000004,マルハニチロ,2016/03,1,12,235341,884811,485973
0000004,マルハニチロ,2017/03,1,12,235341,873295,501303
0000004,マルハニチロ,2018/03,1,12,235341,918820,516607
0000004,マルハニチロ,2019/03,1,12,235341,922468,520318
0000004,マルハニチロ,2020/03,1,12,235341,905204,528063
0000004,マルハニチロ,2021/03,1,12,235341,809050,532866
0000004,マルハニチロ,2022/03,1,12,235341,866702,548603
0000015,常磐興産,1999/03,1,12,271702,38392,90893
0000015,常磐興産,2000/03,1,12,271702,51144,92552
0000015,常磐興産,2001/03,1,12,271702,51187,89363
0000015,常磐興産,2002/03,1,12,271702,46290,81383
0000015,常磐興産,2003/03,1,12,271702,47837,77605
0000015,常磐興産,2004/03,1,12,271702,46963,77489
0000015,常磐興産,2005/03,1,12,271702,46112,73810
0000015,常磐興産,2006/03,1,12,271702,46160,66474
0000015,常磐興産,2007/03,1,12,271702,47306,63617
0000015,常磐興産,2008/03,1,12,271702,49204,57089
0000015,常磐興産,2009/03,1,12,271702,54320,52938
0000015,常磐興産,2010/03,1,12,271702,34738,53209
0000015,常磐興産,2011/03,1,12,271702,33240,52015
0000015,常磐興産,2012/03,1,12,271702,29626,57662
0000015,常磐興産,2013/03,1,12,271702,46776,59437
0000015,常磐興産,2014/03,1,12,271702,54429,58041
0000015,常磐興産,2015/03,1,12,271702,49461,58470
0000015,常磐興産,2016/03,1,12,271702,35767,54401
0000015,常磐興産,2017/03,1,12,271702,36177,55237
0000015,常磐興産,2018/03,1,12,271702,29057,53097
0000015,常磐興産,2019/03,1,12,271702,28647,51836
0000015,常磐興産,2020/03,1,12,271702,25993,48245
0000015,常磐興産,2021/03,1,12,271702,15097,50297
0000015,常磐興産,2022/03,1,12,271702,11081,52344
0000016,太平洋興発,1999/03,1,12,243429,74623,45590
0000016,太平洋興発,2000/03,1,12,243429,71872,46376
0000016,太平洋興発,2001/03,1,12,243429,63974,45243
0000016,太平洋興発,2002/03,1,12,243429,55041,39785
0000016,太平洋興発,2003/03,1,12,243429,27172,35743
0000016,太平洋興発,2004/03,1,12,243429,25678,35921
0000016,太平洋興発,2005/03,1,12,243429,28154,34755
0000016,太平洋興発,2006/03,1,12,243429,27948,35076
0000016,太平洋興発,2007/03,1,12,243429,24895,33586
0000016,太平洋興発,2008/03,1,12,243429,33630,37448
0000016,太平洋興発,2009/03,1,12,243429,41072,32746
0000016,太平洋興発,2010/03,1,12,243429,26088,33918
0000016,太平洋興発,2011/03,1,12,243429,27410,33371
0000016,太平洋興発,2012/03,1,12,243429,31943,34288
0000016,太平洋興発,2013/03,1,12,243429,27953,35007
0000016,太平洋興発,2014/03,1,12,243429,30975,37943
0000016,太平洋興発,2015/03,1,12,243429,30202,35726
0000016,太平洋興発,2016/03,1,12,243429,29406,36692
0000016,太平洋興発,2017/03,1,12,243429,31689,37841
0000016,太平洋興発,2018/03,1,12,243429,36135,39868
0000016,太平洋興発,2019/03,1,12,243429,36005,43897
0000016,太平洋興発,2020/03,1,12,243429,32476,43691
0000016,太平洋興発,2021/03,1,12,243429,27825,43674
0000016,太平洋興発,2022/03,1,12,243429,32855,44646
0000021,ニッチツ,2000/03,1,12,121210,11882,15792
0000021,ニッチツ,2001/03,1,12,121210,12599,15865
0000021,ニッチツ,2002/03,1,12,121210,10321,13653
0000021,ニッチツ,2003/03,1,12,121210,9813,13404
0000021,ニッチツ,2004/03,1,12,121210,9299,15026
0000021,ニッチツ,2005/03,1,12,121210,10872,15664
0000021,ニッチツ,2006/03,1,12,121210,11746,17426
0000021,ニッチツ,2007/03,1,12,121210,13710,18643
0000021,ニッチツ,2008/03,1,12,121210,14899,18179
0000021,ニッチツ,2009/03,1,12,121210,14086,17155
0000021,ニッチツ,2010/03,1,12,121210,12030,16890
0000021,ニッチツ,2011/03,1,12,121210,11433,16776
0000021,ニッチツ,2012/03,1,12,121210,10870,16753
0000021,ニッチツ,2013/03,1,12,121210,9607,16783
0000021,ニッチツ,2014/03,1,12,121210,8712,16138
0000021,ニッチツ,2015/03,1,12,121210,9971,17131
0000021,ニッチツ,2016/03,1,12,121210,9787,16213
0000021,ニッチツ,2017/03,1,12,121210,9360,16147
0000021,ニッチツ,2018/03,1,12,121210,8750,15681
0000021,ニッチツ,2019/03,1,12,121210,8424,15354
0000021,ニッチツ,2020/03,1,12,121210,9015,15189
0000021,ニッチツ,2021/03,1,12,121210,8473,15298
0000021,ニッチツ,2022/03,1,12,121210,7856,14986
0000022,日鉄鉱業,1999/03,1,12,237362,93886,151010
0000022,日鉄鉱業,2000/03,1,12,237362,92469,164677
0000022,日鉄鉱業,2001/03,1,12,237362,93885,175004
0000022,日鉄鉱業,2002/03,1,12,237362,88654,152628
0000022,日鉄鉱業,2003/03,1,12,237362,83851,141746
0000022,日鉄鉱業,2004/03,1,12,237362,82468,152704
0000022,日鉄鉱業,2005/03,1,12,237362,84590,154357
0000022,日鉄鉱業,2006/03,1,12,237362,96445,195967
0000022,日鉄鉱業,2007/03,1,12,237362,118671,213183
0000022,日鉄鉱業,2008/03,1,12,237362,126545,187052
0000022,日鉄鉱業,2009/03,1,12,237362,111695,134083
0000022,日鉄鉱業,2010/03,1,12,237362,93726,144066
0000022,日鉄鉱業,2011/03,1,12,237362,107741,136145
0000022,日鉄鉱業,2012/03,1,12,237362,101505,132470
0000022,日鉄鉱業,2013/03,1,12,237362,102840,144539
0000022,日鉄鉱業,2014/03,1,12,237362,114317,161325
0000022,日鉄鉱業,2015/03,1,12,237362,125467,170055
0000022,日鉄鉱業,2016/03,1,12,237362,114088,162379
0000022,日鉄鉱業,2017/03,1,12,237362,107325,167260
0000022,日鉄鉱業,2018/03,1,12,237362,118709,172431
0000022,日鉄鉱業,2019/03,1,12,237362,123372,171717
0000022,日鉄鉱業,2020/03,1,12,237362,117502,173954
0000022,日鉄鉱業,2021/03,1,12,237362,119159,188735
0000022,日鉄鉱業,2022/03,1,12,237362,149082,197732
0000023,三井松島ホールディングス,1999/03,1,12,237361,80442,65534
0000023,三井松島ホールディングス,2000/03,1,12,237361,75733,57526
0000023,三井松島ホールディングス,2001/03,1,12,237361,73591,59641
0000023,三井松島ホールディングス,2002/03,1,12,237361,77592,58213
0000023,三井松島ホールディングス,2003/03,1,12,237361,60626,55651
0000023,三井松島ホールディングス,2004/03,1,12,237361,60320,55802
0000023,三井松島ホールディングス,2005/03,1,12,237361,57270,49773
0000023,三井松島ホールディングス,2006/03,1,12,237361,57016,49813
0000023,三井松島ホールディングス,2007/03,1,12,237361,53210,49992
0000023,三井松島ホールディングス,2008/03,1,12,237361,75097,53439
0000023,三井松島ホールディングス,2009/03,1,12,237361,107691,45775
0000023,三井松島ホールディングス,2010/03,1,12,237361,61014,48983
0000023,三井松島ホールディングス,2011/03,1,12,237361,87658,49022
0000023,三井松島ホールディングス,2012/03,1,12,237361,98063,46178
0000023,三井松島ホールディングス,2013/03,1,12,237361,84009,56280
0000023,三井松島ホールディングス,2014/03,1,12,237361,77300,59812
0000023,三井松島ホールディングス,2015/03,1,12,237361,67956,58091
0000023,三井松島ホールディングス,2016/03,1,12,237361,58564,55281
0000023,三井松島ホールディングス,2017/03,1,12,237361,53086,59113
0000023,三井松島ホールディングス,2018/03,1,12,237361,66322,58282
0000023,三井松島ホールディングス,2019/03,1,12,237361,75702,57464
0000023,三井松島ホールディングス,2020/03,1,12,237361,66596,63155
0000023,三井松島ホールディングス,2021/03,1,12,237361,57378,70618
0000023,三井松島ホールディングス,2022/03,1,12,237361,46592,67837
0000042,中外鉱業,1999/03,1,12,237362,7527,37216
0000042,中外鉱業,2000/03,1,12,237362,5726,22188
0000042,中外鉱業,2001/03,1,12,237362,14456,44310
0000042,中外鉱業,2002/03,1,12,237362,9847,47026
0000042,中外鉱業,2003/03,1,12,237362,6863,41031
0000042,中外鉱業,2004/03,1,12,237362,11958,39410
0000042,中外鉱業,2005/03,1,12,237362,12949,39695
0000042,中外鉱業,2006/03,1,12,237362,16028,44468
0000042,中外鉱業,2007/03,1,12,237362,23460,50282
0000042,中外鉱業,2008/03,1,12,237362,31288,13397
0000042,中外鉱業,2009/03,1,12,237362,36595,9976
0000042,中外鉱業,2010/03,1,12,237362,32491,8565
0000042,中外鉱業,2011/03,1,12,237362,31778,9351
0000042,中外鉱業,2012/03,1,12,237362,26075,8623
0000042,中外鉱業,2013/03,1,12,237362,19556,9144
0000042,中外鉱業,2014/03,1,12,237362,14578,8824
0000042,中外鉱業,2015/03,1,12,237362,20814,8205
0000042,中外鉱業,2016/03,1,12,237362,29188,7645
0000042,中外鉱業,2017/03,1,12,237362,62501,7585
0000042,中外鉱業,2018/03,1,12,237362,52109,7320
0000042,中外鉱業,2019/03,1,12,237362,26457,7795
0000042,中外鉱業,2020/03,1,12,237362,28517,7756
0000042,中外鉱業,2021/03,1,12,237362,39452,8268
0000042,中外鉱業,2022/03,1,12,237362,51590,9833
0000043,古河機械金属,1999/03,1,12,119181,133897,241154
0000043,古河機械金属,2000/03,1,12,119181,138146,255780
0000043,古河機械金属,2001/03,1,12,119181,144333,294020
0000043,古河機械金属,2002/03,1,12,119181,149435,278174
0000043,古河機械金属,2003/03,1,12,119181,151630,252856
0000043,古河機械金属,2004/03,1,12,119181,153513,206251
0000043,古河機械金属,2005/03,1,12,119181,147237,204652
0000043,古河機械金属,2006/03,1,12,119181,181938,213047
0000043,古河機械金属,2007/03,1,12,119181,200749,217027
0000043,古河機械金属,2008/03,1,12,119181,213426,199383
0000043,古河機械金属,2009/03,1,12,119181,161857,188361
0000043,古河機械金属,2010/03,1,12,119181,142925,204774
0000043,古河機械金属,2011/03,1,12,119181,165638,196234
0000043,古河機械金属,2012/03,1,12,119181,157566,193971
0000043,古河機械金属,2013/03,1,12,119181,165539,186076
0000043,古河機械金属,2014/03,1,12,119181,163026,199408
0000043,古河機械金属,2015/03,1,12,119181,172544,207317
0000043,古河機械金属,2016/03,1,12,119181,161799,195650
0000043,古河機械金属,2017/03,1,12,119181,149829,208034
0000043,古河機械金属,2018/03,1,12,119181,167695,222211
0000043,古河機械金属,2019/03,1,12,119181,174116,215368
0000043,古河機械金属,2020/03,1,12,119181,165215,209697
0000043,古河機械金属,2021/03,1,12,119181,159702,218275
0000043,古河機械金属,2022/03,1,12,119181,199097,229727
0000045,三井金属鉱業,1999/03,1,12,119181,400400,433647
0000045,三井金属鉱業,2000/03,1,12,119181,394723,412104
0000045,三井金属鉱業,2001/03,1,12,119181,423707,424829
0000045,三井金属鉱業,2002/03,1,12,119181,373442,393603
0000045,三井金属鉱業,2003/03,1,12,119181,378608,370886
0000045,三井金属鉱業,2004/03,1,12,119181,393928,392545
0000045,三井金属鉱業,2005/03,1,12,119181,438143,409019
0000045,三井金属鉱業,2006/03,1,12,119181,503370,460225
0000045,三井金属鉱業,2007/03,1,12,119181,591518,483397
0000045,三井金属鉱業,2008/03,1,12,119181,595463,486238
0000045,三井金属鉱業,2009/03,1,12,119181,427191,410258
0000045,三井金属鉱業,2010/03,1,12,119181,392364,416541
0000045,三井金属鉱業,2011/03,1,12,119181,446487,411027
0000045,三井金属鉱業,2012/03,1,12,119181,431058,413106
0000045,三井金属鉱業,2013/03,1,12,119181,417219,438072
0000045,三井金属鉱業,2014/03,1,12,119181,441046,503825
0000045,三井金属鉱業,2015/03,1,12,119181,473274,538646
0000045,三井金属鉱業,2016/03,1,12,119181,450553,484800
0000045,三井金属鉱業,2017/03,1,12,119181,436330,518981
0000045,三井金属鉱業,2018/03,1,12,119181,519215,518705
0000045,三井金属鉱業,2019/03,1,12,119181,497701,523315
0000045,三井金属鉱業,2020/03,1,12,119181,473109,537119
0000045,三井金属鉱業,2021/03,1,12,119181,522936,595016
0000045,三井金属鉱業,2022/03,1,12,119181,633346,637878
0000046,東邦亜鉛,1999/03,1,12,119181,57713,69266
0000046,東邦亜鉛,2000/03,1,12,119181,58224,80139
0000046,東邦亜鉛,2001/03,1,12,119181,57813,79658
0000046,東邦亜鉛,2002/03,1,12,119181,52946,77077
0000046,東邦亜鉛,2003/03,1,12,119181,53649,74862
0000046,東邦亜鉛,2004/03,1,12,119181,55904,77778
0000046,東邦亜鉛,2005/03,1,12,119181,63731,81030
0000046,東邦亜鉛,2006/03,1,12,119181,75916,98289
0000046,東邦亜鉛,2007/03,1,12,119181,127876,125847
0000046,東邦亜鉛,2008/03,1,12,119181,147390,124650
0000046,東邦亜鉛,2009/03,1,12,119181,92685,107824
0000046,東邦亜鉛,2010/03,1,12,119181,83592,112823
0000046,東邦亜鉛,2011/03,1,12,119181,103628,141007
0000046,東邦亜鉛,2012/03,1,12,119181,105914,149803
0000046,東邦亜鉛,2013/03,1,12,119181,103654,145814
0000046,東邦亜鉛,2014/03,1,12,119181,118619,145014
0000046,東邦亜鉛,2015/03,1,12,119181,121093,151970
0000046,東邦亜鉛,2016/03,1,12,119181,114144,122160
0000046,東邦亜鉛,2017/03,1,12,119181,113952,129700
0000046,東邦亜鉛,2018/03,1,12,119181,133625,137259
0000046,東邦亜鉛,2019/03,1,12,119181,117551,130231
0000046,東邦亜鉛,2020/03,1,12,119181,97445,117333
0000046,東邦亜鉛,2021/03,1,12,119181,103469,113635
0000046,東邦亜鉛,2022/03,1,12,119181,124279,145796
0000047,三菱マテリアル,1999/03,1,12,119181,983784,1605670
0000047,三菱マテリアル,2000/03,1,12,119181,986884,1671000
0000047,三菱マテリアル,2001/03,1,12,119181,1144067,1615844
0000047,三菱マテリアル,2002/03,1,12,119181,1046807,1575739
0000047,三菱マテリアル,2003/03,1,12,119181,964726,1439984
0000047,三菱マテリアル,2004/03,1,12,119181,948237,1435114
0000047,三菱マテリアル,2005/03,1,12,119181,984776,1420824
0000047,三菱マテリアル,2006/03,1,12,119181,1143699,1609445
0000047,三菱マテリアル,2007/03,1,12,119181,1452108,1773899
0000047,三菱マテリアル,2008/03,1,12,119181,1659286,1856276
0000047,三菱マテリアル,2009/03,1,12,119181,1424114,1732003
0000047,三菱マテリアル,2010/03,1,12,119181,1119448,1826420
0000047,三菱マテリアル,2011/03,1,12,119181,1333992,1837405
0000047,三菱マテリアル,2012/03,1,12,119181,1440847,1751870
0000047,三菱マテリアル,2013/03,1,12,119181,1287251,1811767
0000047,三菱マテリアル,2014/03,1,12,119181,1414796,1778505
0000047,三菱マテリアル,2015/03,1,12,119181,1517265,1898157
0000047,三菱マテリアル,2016/03,1,12,119181,1417895,1793375
0000047,三菱マテリアル,2017/03,1,12,119181,1304068,1896939
0000047,三菱マテリアル,2018/03,1,12,119181,1599533,2011067
0000047,三菱マテリアル,2019/03,1,12,119181,1662990,1938270
0000047,三菱マテリアル,2020/03,1,12,119181,1516100,1904050
0000047,三菱マテリアル,2021/03,1,12,119181,1485121,2035546
0000047,三菱マテリアル,2022/03,1,12,119181,1811759,2125032
0000049,住友金属鉱山,1999/03,1,12,119181,350288,544519
0000049,住友金属鉱山,2000/03,1,12,119181,360299,544121
0000049,住友金属鉱山,2001/03,1,12,119181,375352,530080
0000049,住友金属鉱山,2002/03,1,12,119181,330194,518756
0000049,住友金属鉱山,2003/03,1,12,119181,355242,470774
0000049,住友金属鉱山,2004/03,1,12,119181,402131,517930
0000049,住友金属鉱山,2005/03,1,12,119181,484585,573925
0000049,住友金属鉱山,2006/03,1,12,119181,625579,772562
0000049,住友金属鉱山,2007/03,1,12,119181,966764,929208
0000049,住友金属鉱山,2008/03,1,12,119181,1132372,1091716
0000049,住友金属鉱山,2009/03,1,12,119181,793797,880001
0000049,住友金属鉱山,2010/03,1,12,119181,725827,981458
0000049,住友金属鉱山,2011/03,1,12,119181,864077,1052353
0000049,住友金属鉱山,2012/03,1,12,119181,847897,1146759
0000049,住友金属鉱山,2013/03,1,12,119181,808540,1351153
0000049,住友金属鉱山,2014/03,1,12,119181,830546,1572367
0000049,住友金属鉱山,2015/03,1,12,119181,921334,1740246
0000049,住友金属鉱山,2016/03,1,12,119181,855407,1630800
0000049,住友金属鉱山,2017/03,1,12,119181,786146,1685018
0000049,住友金属鉱山,2018/03,3,12,119181,929746,1732333
0000049,住友金属鉱山,2018/03,1,12,119181,933517,1698725
0000049,住友金属鉱山,2019/03,3,12,119181,912208,1797701
0000049,住友金属鉱山,2019/03,1,12,119181,912139,1759271
0000049,住友金属鉱山,2020/03,3,12,119181,851946,1719690
0000049,住友金属鉱山,2021/03,3,12,119181,926122,1885999
0000049,住友金属鉱山,2022/03,3,12,119181,1259091,2268756
0000050,ＤＯＷＡホールディングス,1999/03,1,12,119181,250489,330670
0000050,ＤＯＷＡホールディングス,2000/03,1,12,119181,232809,319989
0000050,ＤＯＷＡホールディングス,2001/03,1,12,119181,239759,313209
0000050,ＤＯＷＡホールディングス,2002/03,1,12,119181,222175,284552
0000050,ＤＯＷＡホールディングス,2003/03,1,12,119181,221051,248689
0000050,ＤＯＷＡホールディングス,2004/03,1,12,119181,234676,246276
0000050,ＤＯＷＡホールディングス,2005/03,1,12,119181,254192,261461
0000050,ＤＯＷＡホールディングス,2006/03,1,12,119181,316388,309315
0000050,ＤＯＷＡホールディングス,2007/03,1,12,119181,458701,352299
0000050,ＤＯＷＡホールディングス,2008/03,1,12,119181,475826,367931
0000050,ＤＯＷＡホールディングス,2009/03,1,12,119181,346885,343208
0000050,ＤＯＷＡホールディングス,2010/03,1,12,119181,307462,330720
0000050,ＤＯＷＡホールディングス,2011/03,1,12,119181,379816,340161
0000050,ＤＯＷＡホールディングス,2012/03,1,12,119181,392468,319665
0000050,ＤＯＷＡホールディングス,2013/03,1,12,119181,419390,349787
0000050,ＤＯＷＡホールディングス,2014/03,1,12,119181,443985,358717
0000050,ＤＯＷＡホールディングス,2015/03,1,12,119181,464219,379193
0000050,ＤＯＷＡホールディングス,2016/03,1,12,119181,406598,364420
0000050,ＤＯＷＡホールディングス,2017/03,1,12,119181,410503,404604
0000050,ＤＯＷＡホールディングス,2018/03,1,12,119181,454754,456530
0000050,ＤＯＷＡホールディングス,2019/03,1,12,119181,452928,494683
0000050,ＤＯＷＡホールディングス,2020/03,1,12,119181,485130,512495
0000050,ＤＯＷＡホールディングス,2021/03,1,12,119181,588003,598471
0000050,ＤＯＷＡホールディングス,2022/03,1,12,119181,831794,657283
0000055,ユアテック,1999/03,1,12,241404,212279,156752
0000055,ユアテック,2000/03,1,12,241404,201812,163261
0000055,ユアテック,2001/03,1,12,241404,195525,171905
0000055,ユアテック,2002/03,1,12,241404,169892,157541
0000055,ユアテック,2003/03,1,12,241404,155409,145665
0000055,ユアテック,2004/03,1,12,241404,152935,148188
0000055,ユアテック,2005/03,1,12,241404,156687,153006
0000055,ユアテック,2006/03,1,12,241404,171921,163029
0000055,ユアテック,2007/03,1,12,241404,181151,167873
0000055,ユアテック,2008/03,1,12,241404,206971,168941
0000055,ユアテック,2009/03,1,12,241404,181984,163674
0000055,ユアテック,2010/03,1,12,241404,163593,155789
0000055,ユアテック,2011/03,1,12,241404,161993,157846
0000055,ユアテック,2012/03,1,12,241404,200123,164250
0000055,ユアテック,2013/03,1,12,241404,164617,146937
0000055,ユアテック,2014/03,1,12,241404,185823,157021
0000055,ユアテック,2015/03,1,12,241404,217712,180723
0000055,ユアテック,2016/03,1,12,241404,227067,187598
0000055,ユアテック,2017/03,1,12,241404,226042,190390
0000055,ユアテック,2018/03,1,12,241404,213251,191201
0000055,ユアテック,2019/03,1,12,241404,204054,195444
0000055,ユアテック,2020/03,1,12,241404,202760,197050
0000055,ユアテック,2021/03,1,12,241404,197092,200116
0000055,ユアテック,2022/03,1,12,241404,225317,216016
0000056,日比谷総合設備,1999/03,1,12,241404,85932,88592
0000056,日比谷総合設備,2000/03,1,12,241404,74297,79177
0000056,日比谷総合設備,2001/03,1,12,241404,70259,79650
0000056,日比谷総合設備,2002/03,1,12,241404,61048,82493
0000056,日比谷総合設備,2003/03,1,12,241404,62232,81204
0000056,日比谷総合設備,2004/03,1,12,241404,67317,80311
0000056,日比谷総合設備,2005/03,1,12,241404,54065,74212
0000056,日比谷総合設備,2006/03,1,12,241404,62771,84128
0000056,日比谷総合設備,2007/03,1,12,241404,66898,81033
0000056,日比谷総合設備,2008/03,1,12,241404,61222,75085
0000056,日比谷総合設備,2009/03,1,12,241404,60159,71770
0000056,日比谷総合設備,2010/03,1,12,241404,62378,74631
0000056,日比谷総合設備,2011/03,1,12,241404,58300,76764
0000056,日比谷総合設備,2012/03,1,12,241404,60919,76442
0000056,日比谷総合設備,2013/03,1,12,241404,66322,79427
0000056,日比谷総合設備,2014/03,1,12,241404,69466,83531
0000056,日比谷総合設備,2015/03,1,12,241404,71329,84725
0000056,日比谷総合設備,2016/03,1,12,241404,79401,91900
0000056,日比谷総合設備,2017/03,1,12,241404,78387,93661
0000056,日比谷総合設備,2018/03,1,12,241404,66838,82931
0000056,日比谷総合設備,2019/03,1,12,241404,70035,82396
0000056,日比谷総合設備,2020/03,1,12,241404,75890,83632
0000056,日比谷総合設備,2021/03,1,12,241404,73119,86138
0000056,日比谷総合設備,2022/03,1,12,241404,75497,87466
0000059,植木組,1999/03,1,12,241406,57497,59476
0000059,植木組,2000/03,1,12,241406,57785,60257
0000059,植木組,2001/03,1,12,241406,58581,54088
0000059,植木組,2002/03,1,12,241406,52489,48468
0000059,植木組,2003/03,1,12,241406,46565,46027
0000059,植木組,2004/03,1,12,241406,44692,43377
0000059,植木組,2005/03,1,12,241406,50001,47517
0000059,植木組,2006/03,1,12,241406,53471,44466
0000059,植木組,2007/03,1,12,241406,46572,41042
0000059,植木組,2008/03,1,12,241406,39978,42697
0000059,植木組,2009/03,1,12,241406,51713,48938
0000059,植木組,2010/03,1,12,241406,42261,40730
0000059,植木組,2011/03,1,12,241406,36669,36852
0000059,植木組,2012/03,1,12,241406,34981,39077
0000059,植木組,2013/03,1,12,241406,37777,37374
0000059,植木組,2014/03,1,12,241406,43428,39357
0000059,植木組,2015/03,1,12,241406,46267,41329
0000059,植木組,2016/03,1,12,241406,42767,38943
0000059,植木組,2017/03,1,12,241406,45051,41865
0000059,植木組,2018/03,1,12,241406,45559,38996
0000059,植木組,2019/03,1,12,241406,44568,44256
0000059,植木組,2020/03,1,12,241406,51938,47741
0000059,植木組,2021/03,1,12,241406,48847,45683
0000059,植木組,2022/03,1,12,241406,47678,43632
0000061,大成建設,1999/03,1,12,241401,1772972,2746080
0000061,大成建設,2000/03,1,12,241401,1681307,2285929
0000061,大成建設,2001/03,1,12,241401,1750392,2189350
0000061,大成建設,2002/03,1,12,241401,1673834,1966083
0000061,大成建設,2003/03,1,12,241401,1644638,1893487
0000061,大成建設,2004/03,1,12,241401,1598511,1772142
0000061,大成建設,2005/03,1,12,241401,1707952,1815332
0000061,大成建設,2006/03,1,12,241401,1743993,1847183
0000061,大成建設,2007/03,1,12,241401,1873324,1989318
0000061,大成建設,2008/03,1,12,241401,1711713,1739483
0000061,大成建設,2009/03,1,12,241401,1641182,1671482
0000061,大成建設,2010/03,1,12,241401,1441975,1501290
0000061,大成建設,2011/03,1,12,241401,1218118,1395493
0000061,大成建設,2012/03,1,12,241401,1323503,1494695
0000061,大成建設,2013/03,1,12,241401,1416495,1543094
0000061,大成建設,2014/03,1,12,241401,1533473,1599065
0000061,大成建設,2015/03,1,12,241401,1573270,1735248
0000061,大成建設,2016/03,1,12,241401,1545889,1660821
0000061,大成建設,2017/03,1,12,241401,1487252,1760078
0000061,大成建設,2018/03,1,12,241401,1585497,1910597
0000061,大成建設,2019/03,1,12,241401,1650877,1846176
0000061,大成建設,2020/03,1,12,241401,1751330,1889995
0000061,大成建設,2021/03,1,12,241401,1480141,1870622
0000061,大成建設,2022/03,1,12,241401,1543240,1956200
0000062,大林組,1999/03,1,12,241401,1379840,2070468
0000062,大林組,2000/03,1,12,241401,1132028,2060935
0000062,大林組,2001/03,1,12,241401,1313348,2197081
0000062,大林組,2002/03,1,12,241401,1403671,2044654
0000062,大林組,2003/03,1,12,241401,1341004,1948578
0000062,大林組,2004/03,1,12,241401,1346298,1821884
0000062,大林組,2005/03,1,12,241401,1404640,1842262
0000062,大林組,2006/03,1,12,241401,1476425,1977295
0000062,大林組,2007/03,1,12,241401,1567960,2066984
0000062,大林組,2008/03,1,12,241401,1691635,1854071
0000062,大林組,2009/03,1,12,241401,1682462,1725645
0000062,大林組,2010/03,1,12,241401,1341456,1590667
0000062,大林組,2011/03,1,12,241401,1131864,1505697
0000062,大林組,2012/03,1,12,241401,1245772,1618748
0000062,大林組,2013/03,1,12,241401,1448305,1656289
0000062,大林組,2014/03,1,12,241401,1612756,1818886
0000062,大林組,2015/03,1,12,241401,1773981,1996193
