日経会社コード,企業名称,決算期,決算種別,連結基準,決算月数,業種,資産合計,売上高,販管費,広告宣伝費,拡販費,研究開発費,設備投資額
0019072,ワタミ,2015/03,10,1,12,271704,130904,155310,80068,3325,,,18531
0019072,ワタミ,2016/03,10,1,12,271704,50767,128246,65005,2655,,,10533
0019072,ワタミ,2017/03,10,1,12,271704,41129,100312,58640,2473,,,2657
0019072,ワタミ,2018/03,10,1,12,271704,40805,96458,54729,2760,,,3779
0019072,ワタミ,2019/03,10,1,12,271704,40273,94701,53671,2724,,,3535
0019072,ワタミ,2020/03,10,1,12,271704,41763,90928,53187,2938,,,5497
0019072,ワタミ,2021/03,10,1,12,271704,44893,60852,40949,2338,,,4143
0019072,ワタミ,2022/03,10,1,12,271704,52223,64362,38217,2893,,,2935
0019384,マニー,2006/08,10,1,12,131303,13435,7622,1505,112,,487,323
0019384,マニー,2007/08,10,1,12,131303,15488,8163,1587,130,,487,1387
0019384,マニー,2008/08,10,1,12,131303,16073,8791,1824,132,,584,1981
0019384,マニー,2009/08,10,1,12,131303,17159,9291,2021,138,,679,801
0019384,マニー,2010/08,10,1,12,131303,18988,9443,2181,174,,695,930
0019384,マニー,2011/08,10,1,12,131303,19916,9460,2254,,,754,801
0019384,マニー,2012/08,10,1,12,131303,21242,9693,2627,,,882,910
0019384,マニー,2013/08,10,1,12,131303,23019,9342,2661,,,801,1185
0019384,マニー,2014/08,10,1,12,131303,26285,11440,3322,,,1061,1026
0019384,マニー,2015/08,10,1,12,131303,30940,13833,4086,,,1212,1329
0019384,マニー,2016/08,10,1,12,131303,29922,16555,5407,,,1278,2634
0019384,マニー,2017/08,10,1,12,131303,34244,17167,5746,,,1221,2331
0019384,マニー,2018/08,10,1,12,131303,37683,20102,6893,,,1614,1262
0019384,マニー,2019/08,10,1,12,131303,39813,18327,5761,,,1693,1326
0019384,マニー,2020/08,10,1,12,131303,39289,15200,5535,,,1589,1692
0019384,マニー,2021/08,10,1,12,131303,42693,17190,5656,,,1498,3862
0019456,インテージホールディングス,2006/03,10,1,12,271704,17946,28778,5481,,,137,1247
0019456,インテージホールディングス,2007/03,10,1,12,271704,20273,30800,5910,,,68,628
0019456,インテージホールディングス,2008/03,10,1,12,271704,21262,33105,7035,,,23,958
0019456,インテージホールディングス,2009/03,10,1,12,271704,21180,34345,7154,,,68,1620
0019456,インテージホールディングス,2010/03,10,1,12,271704,23349,34526,7131,,,4,1514
0019456,インテージホールディングス,2011/03,10,1,12,271704,24660,36538,7051,,1,8,1288
0019456,インテージホールディングス,2012/03,10,1,12,271704,27730,36658,7898,,,48,1448
0019456,インテージホールディングス,2013/03,10,1,12,271704,29398,39930,7499,,,21,1350
0019456,インテージホールディングス,2014/03,10,1,12,271704,33740,42508,7895,,,,1181
0019456,インテージホールディングス,2015/03,10,1,12,271704,33301,43925,8630,,,,1514
0019456,インテージホールディングス,2016/03,10,1,12,271704,36830,45481,8340,,,,2055
0019456,インテージホールディングス,2017/03,10,1,12,271704,39067,47987,9115,,,,1279
0019456,インテージホールディングス,2018/03,10,1,12,271704,41486,50499,10743,,,,973
0019456,インテージホールディングス,2019/03,10,1,12,271704,45524,53986,11826,,,,1498
0019456,インテージホールディングス,2020/06,10,1,15,271704,41489,66880,15129,,,,1610
0019456,インテージホールディングス,2021/06,10,1,12,271704,45443,57558,13778,,,,1119
0019466,朝日インテック,2006/06,10,1,12,131303,16842,9884,3570,,,741,2595
0019466,朝日インテック,2007/06,10,1,12,131303,21094,11644,4542,,,912,2392
0019466,朝日インテック,2008/06,10,1,12,131303,19793,11701,4809,,,949,787
0019466,朝日インテック,2009/06,10,1,12,131303,20655,12718,5106,,,1052,1373
0019466,朝日インテック,2010/06,10,1,12,131303,22011,15339,5747,,,1304,1373
0019466,朝日インテック,2011/06,10,1,12,131303,24280,16007,7427,,,1873,2126
0019466,朝日インテック,2012/06,10,1,12,131303,26666,14852,7884,,,1848,2381
0019466,朝日インテック,2013/06,10,1,12,131303,36587,19968,9158,,,1954,3027
0019466,朝日インテック,2014/06,10,1,12,131303,42967,28145,11923,,,2714,2390
0019466,朝日インテック,2015/06,10,1,12,131303,51049,35323,14234,,,3230,3784
0019466,朝日インテック,2016/06,10,1,12,131303,50286,39511,15913,,,3886,3836
0019466,朝日インテック,2017/06,10,1,12,131303,63246,42709,17630,,,4496,5169
0019466,朝日インテック,2018/06,10,1,12,131303,72104,50124,21082,,,5052,8183
0019466,朝日インテック,2019/06,10,1,12,131303,84358,57216,24531,,,6036,9702
0019466,朝日インテック,2020/06,10,1,12,131303,93729,56546,25592,,,6579,11361
0019466,朝日インテック,2021/06,10,1,12,131303,115427,61507,28673,,,7524,11764
0019467,シークス,2006/12,10,1,12,243428,51207,129334,5666,32,,,2669
0019467,シークス,2007/12,10,1,12,243428,58376,161458,6005,14,,,2437
0019467,シークス,2008/12,10,1,12,243428,51629,143483,6267,,,,4584
0019467,シークス,2009/12,10,1,12,243428,55498,125485,5669,,,,830
0019467,シークス,2010/12,10,1,12,243428,62787,166481,5947,,,,3090
0019467,シークス,2011/12,10,1,12,243428,59471,167825,6113,,,,4085
0019467,シークス,2012/12,10,1,12,243428,74703,190692,6671,,,,3463
0019467,シークス,2013/12,10,1,12,243428,89204,207009,8072,,,,1134
0019467,シークス,2014/12,10,1,12,243428,103429,209755,8889,,,,2857
0019467,シークス,2015/12,10,1,12,243428,109957,235035,10802,,,,3764
0019467,シークス,2016/12,10,1,12,243428,109695,212768,11067,,,,4528
0019467,シークス,2017/12,10,1,12,243428,130526,233153,12922,,,,6167
0019467,シークス,2018/12,10,1,12,243428,137350,242804,12010,,,,7483
0019467,シークス,2019/12,10,1,12,243428,143391,223037,12155,,,,9082
0019467,シークス,2020/12,10,1,12,243428,144436,181598,11697,,,,5573
0019467,シークス,2021/12,10,1,12,243428,169921,226833,15165,,,,9515
0019498,イーソル,2007/12,10,0,12,271704,2451,5204,1142,,,,
0019498,イーソル,2016/12,10,1,12,271704,3261,6610,1486,,,296,
0019498,イーソル,2017/12,10,1,12,271704,4097,7546,1653,,,363,70
0019498,イーソル,2018/12,10,1,12,271704,6125,8752,1905,,,383,70
0019498,イーソル,2019/12,10,1,12,271704,6686,9644,2246,,,551,94
0019498,イーソル,2020/12,10,1,12,271704,7470,9042,2514,,,860,87
0019498,イーソル,2021/12,10,1,12,271704,7284,8937,2722,,,1125,88
0019501,トランコム,2006/03,10,1,12,263622,18004,47801,1210,,,,1077
0019501,トランコム,2007/03,10,1,12,263622,20384,55096,1353,,,,2830
0019501,トランコム,2008/03,10,1,12,263622,19082,62101,1343,,,,539
0019501,トランコム,2009/03,10,1,12,263622,19556,65192,1499,,,,1132
0019501,トランコム,2010/03,10,1,12,263622,23677,64694,1554,,,,3282
0019501,トランコム,2011/03,10,1,12,263622,25644,72076,1596,,,,1158
0019501,トランコム,2012/03,10,1,12,263622,29188,81537,1658,,,,2694
0019501,トランコム,2013/03,10,1,12,263622,33412,88202,1766,,,,1887
0019501,トランコム,2014/03,10,1,12,263622,33471,99515,2221,,,,1318
0019501,トランコム,2015/03,10,1,12,263622,38642,114696,2150,,,,1547
0019501,トランコム,2016/03,10,1,12,263622,42113,126244,2430,,,,1310
0019501,トランコム,2017/03,10,1,12,263622,44700,133313,2605,,,,1454
0019501,トランコム,2018/03,10,1,12,263622,48077,141728,2532,,,,1531
0019501,トランコム,2019/03,10,1,12,263622,52957,151111,2635,,,,1941
0019501,トランコム,2020/03,10,1,12,263622,59545,163463,2724,,,,4758
0019501,トランコム,2021/03,10,1,12,263622,65613,152285,2735,,,,2592
0019501,トランコム,2022/03,10,1,12,263622,69636,162984,2917,,,,4078
0019524,キューブシステム,2006/03,10,1,12,271704,4053,7767,746,,,2,8
0019524,キューブシステム,2007/03,10,1,12,271704,4810,7924,737,,,5,22
0019524,キューブシステム,2008/03,10,1,12,271704,5247,8109,837,,,,44
0019524,キューブシステム,2009/03,10,1,12,271704,5208,8506,853,,,,7
0019524,キューブシステム,2010/03,10,1,12,271704,5490,8705,816,,,,28
0019524,キューブシステム,2011/03,10,1,12,271704,5680,9165,866,,,,9
0019524,キューブシステム,2012/03,10,1,12,271704,5448,8431,780,,,5,14
0019524,キューブシステム,2013/03,10,1,12,271704,5986,9241,830,,,6,5
0019524,キューブシステム,2014/03,10,1,12,271704,6660,11217,890,,,3,18
0019524,キューブシステム,2015/03,10,1,12,271704,6898,12527,1071,,,6,40
0019524,キューブシステム,2016/03,10,1,12,271704,7324,12622,1197,,,6,383
0019524,キューブシステム,2017/03,10,1,12,271704,7403,12899,1204,,,35,3
0019524,キューブシステム,2018/03,10,1,12,271704,7535,13559,1489,,,83,16
0019524,キューブシステム,2019/03,10,1,12,271704,8145,14325,1527,,,68,23
0019524,キューブシステム,2020/03,10,1,12,271704,8047,14708,1544,,,32,13
0019524,キューブシステム,2021/03,10,1,12,271704,9444,14788,1665,,,24,53
0019524,キューブシステム,2022/03,10,1,12,271704,10064,16099,2032,,,100,
0019580,福井コンピュータホールディング,2006/03,10,1,12,271704,9224,6978,4828,65,210,599,66
0019580,福井コンピュータホールディング,2007/03,10,1,12,271704,8797,7364,5061,98,240,753,49
0019580,福井コンピュータホールディング,2008/03,10,1,12,271704,8614,7570,5367,,,810,31
0019580,福井コンピュータホールディング,2009/03,10,1,12,271704,7036,6393,4936,,,745,88
0019580,福井コンピュータホールディング,2010/03,10,1,12,271704,7767,6459,4678,,,706,18
0019580,福井コンピュータホールディング,2011/03,10,1,12,271704,7929,6599,4725,,,699,46
0019580,福井コンピュータホールディング,2012/03,10,1,12,271704,8798,7236,4920,,,706,36
0019580,福井コンピュータホールディング,2013/03,10,1,12,271704,10166,7570,4694,,,699,42
0019580,福井コンピュータホールディング,2014/03,10,1,12,271704,11727,8768,4753,,,817,156
0019580,福井コンピュータホールディング,2015/03,10,1,12,271704,13211,8600,4799,,,879,26
0019580,福井コンピュータホールディング,2016/03,10,1,12,271704,14651,8718,4883,,,908,45
0019580,福井コンピュータホールディング,2017/03,10,1,12,271704,16946,9970,4954,,,838,58
0019580,福井コンピュータホールディング,2018/03,10,1,12,271704,13628,10902,5015,,,696,64
0019580,福井コンピュータホールディング,2019/03,10,1,12,271704,15671,11414,5108,,,563,58
0019580,福井コンピュータホールディング,2020/03,10,1,12,271704,17332,12454,5066,,,641,86
0019580,福井コンピュータホールディング,2021/03,10,1,12,271704,21161,12843,4975,,,836,161
0019580,福井コンピュータホールディング,2022/03,10,1,12,271704,24593,14331,4846,,,671,78
0019637,高速,2006/03,10,1,12,243429,22610,43708,6274,,,,80
0019637,高速,2007/03,10,1,12,243429,27862,48379,7065,,,,689
0019637,高速,2008/03,10,1,12,243429,26964,52596,7794,,,,608
0019637,高速,2009/03,10,1,12,243429,32119,55274,8143,,,,2630
0019637,高速,2010/03,10,1,12,243429,32341,56881,8360,,,,1162
0019637,高速,2011/03,10,1,12,243429,33268,58952,8421,,,,590
0019637,高速,2012/03,10,1,12,243429,37643,61955,8518,,,,670
0019637,高速,2013/03,10,1,12,243429,38144,64322,8700,,,,549
0019637,高速,2014/03,10,1,12,243429,40508,72386,9662,,,,2036
0019637,高速,2015/03,10,1,12,243429,39889,71782,9801,,,,706
0019637,高速,2016/03,10,1,12,243429,42303,76802,10176,,,,1501
0019637,高速,2017/03,10,1,12,243429,41974,78650,11037,,,,432
0019637,高速,2018/03,10,1,12,243429,45527,82339,11694,,,,835
0019637,高速,2019/03,10,1,12,243429,48031,86519,12266,,,,882
0019637,高速,2020/03,10,1,12,243429,47336,88588,12690,,,,1264
0019637,高速,2021/03,10,1,12,243429,50711,86494,13208,,,,1200
0019637,高速,2022/03,10,1,12,243429,52473,91817,14435,,,,2405
0019650,ＮＥＣキャピタルソリューション,2006/03,10,0,12,252511,725721,265309,10291,,,,250514
0019650,ＮＥＣキャピタルソリューション,2007/03,10,0,12,252511,732121,265739,10543,,,,219815
0019650,ＮＥＣキャピタルソリューション,2008/03,10,1,12,252511,780334,264115,10672,,,,230576
0019650,ＮＥＣキャピタルソリューション,2009/03,10,1,12,252511,754125,260995,16657,,,,7874
0019650,ＮＥＣキャピタルソリューション,2010/03,10,1,12,252511,741252,237378,19579,,,,4162
0019650,ＮＥＣキャピタルソリューション,2011/03,10,1,12,252511,822182,227621,16322,,,,11212
0019650,ＮＥＣキャピタルソリューション,2012/03,10,1,12,252511,794698,232760,19674,,,,10896
0019650,ＮＥＣキャピタルソリューション,2013/03,10,1,12,252511,733500,229204,14112,,,,4158
0019650,ＮＥＣキャピタルソリューション,2014/03,10,1,12,252511,703092,228262,14407,,,,4533
0019650,ＮＥＣキャピタルソリューション,2015/03,10,1,12,252511,808732,213853,14739,,,,27825
0019650,ＮＥＣキャピタルソリューション,2016/03,10,1,12,252511,828943,202637,16374,,,,9656
0019650,ＮＥＣキャピタルソリューション,2017/03,10,1,12,252511,860482,215718,17292,,,,6077
0019650,ＮＥＣキャピタルソリューション,2018/03,10,1,12,252511,906495,231432,16283,,,,11296
0019650,ＮＥＣキャピタルソリューション,2019/03,10,1,12,252511,895683,204131,16659,,,,14526
0019650,ＮＥＣキャピタルソリューション,2020/03,10,1,12,252511,997510,220716,19288,,,,20864
0019650,ＮＥＣキャピタルソリューション,2021/03,10,1,12,252511,1057653,221255,19862,,,,19812
0019650,ＮＥＣキャピタルソリューション,2022/03,10,1,12,252511,1030617,249907,21254,,,,15315
0019677,セック,2006/03,10,0,12,271704,3790,2407,418,,,30,12
0019677,セック,2007/03,10,0,12,271704,3971,2831,502,,,67,24
0019677,セック,2008/03,10,0,12,271704,3873,2474,578,,,127,9
0019677,セック,2009/03,10,0,12,271704,4103,2666,596,,,95,11
0019677,セック,2010/03,10,0,12,271704,4113,2824,560,,,76,1
0019677,セック,2011/03,10,0,12,271704,3971,2690,559,,,99,64
0019677,セック,2012/03,10,0,12,271704,4373,3084,595,,,137,13
0019677,セック,2013/03,10,0,12,271704,4829,3818,520,,,43,21
0019677,セック,2014/03,10,0,12,271704,5011,4250,533,,,73,26
0019677,セック,2015/03,10,0,12,271704,5580,4100,523,,,53,10
0019677,セック,2016/03,10,0,12,271704,5939,4615,535,,,17,8
0019677,セック,2017/03,10,0,12,271704,6087,4424,698,,,37,10
0019677,セック,2018/03,10,0,12,271704,6583,5175,811,,,88,21
0019677,セック,2019/03,10,0,12,271704,7041,5981,847,,,85,15
0019677,セック,2020/03,10,0,12,271704,7514,6343,844,,,71,22
0019677,セック,2021/03,10,0,12,271704,7935,6525,838,,,48,14
0019677,セック,2022/03,10,0,12,271704,8425,6560,912,,,53,7
0019717,りらいあコミュニケーションズ,2006/03,10,1,12,271704,27471,54628,4327,,,,120
0019717,りらいあコミュニケーションズ,2007/03,10,1,12,271704,31667,59503,4482,,,,55
0019717,りらいあコミュニケーションズ,2008/03,10,1,12,271704,35385,66044,4819,,,,341
0019717,りらいあコミュニケーションズ,2009/03,10,1,12,271704,38391,70519,5266,,,,143
0019717,りらいあコミュニケーションズ,2010/03,10,1,12,271704,42626,77101,5978,,,,92
0019717,りらいあコミュニケーションズ,2011/03,10,1,12,271704,46569,82218,6754,,,,18
0019717,りらいあコミュニケーションズ,2012/03,10,1,12,271704,51671,98071,7400,,,,176
0019717,りらいあコミュニケーションズ,2013/03,10,1,12,271704,55956,100484,7756,,,,313
0019717,りらいあコミュニケーションズ,2014/03,10,1,12,271704,50510,79209,7253,,,,
0019717,りらいあコミュニケーションズ,2015/03,10,1,12,271704,53320,74235,6972,,,,
0019717,りらいあコミュニケーションズ,2016/03,10,1,12,271704,56744,81500,7519,,,,
0019717,りらいあコミュニケーションズ,2017/03,10,1,12,271704,66069,96188,9005,,,,
0019717,りらいあコミュニケーションズ,2018/03,10,1,12,271704,67123,109800,10884,,,,
0019717,りらいあコミュニケーションズ,2019/03,10,1,12,271704,55755,115750,11544,,,,
0019717,りらいあコミュニケーションズ,2020/03,10,1,12,271704,65968,128731,10650,,,,
0019717,りらいあコミュニケーションズ,2021/03,10,1,12,271704,67127,127603,11147,,,,
0019717,りらいあコミュニケーションズ,2022/03,10,1,12,271704,65435,117884,11021,,,,
0019727,エイチ・アイ・エス,2006/10,10,1,12,271704,92520,328980,41504,6230,,,2127
0019727,エイチ・アイ・エス,2007/10,10,1,12,271704,100992,362084,45074,7005,,,1647
0019727,エイチ・アイ・エス,2008/10,10,1,12,271704,103746,368384,46607,7318,,,1747
0019727,エイチ・アイ・エス,2009/10,10,1,12,271704,96600,325086,48817,7861,,,2306
0019727,エイチ・アイ・エス,2010/10,10,1,12,271704,120555,348065,53420,7829,,,2891
0019727,エイチ・アイ・エス,2011/10,10,1,12,271704,139018,380805,61158,8565,,,5155
0019727,エイチ・アイ・エス,2012/10,10,1,12,271704,173497,431483,65654,9691,,,5629
0019727,エイチ・アイ・エス,2013/10,10,1,12,271704,215913,479478,69953,10694,,,9095
0019727,エイチ・アイ・エス,2014/10,10,1,12,271704,281332,523246,80033,11665,,,8718
0019727,エイチ・アイ・エス,2015/10,10,1,12,271704,308245,537456,88284,12969,,,17203
0019727,エイチ・アイ・エス,2016/10,10,1,12,271704,332385,523705,90769,12647,,,14861
0019727,エイチ・アイ・エス,2017/10,10,1,12,271704,422809,606024,98822,12371,,,22781
0019727,エイチ・アイ・エス,2018/10,10,1,12,271704,516468,728554,115285,11847,,176,47133
0019727,エイチ・アイ・エス,2019/10,10,1,12,271704,577399,808510,126594,12904,,,91324
0019727,エイチ・アイ・エス,2020/10,10,1,12,271704,414604,430284,101026,8025,,,57095
0019727,エイチ・アイ・エス,2021/10,10,1,12,271704,411447,118563,80442,5852,,,16497
0019755,ソリトンシステムズ,2006/03,10,1,12,271704,11140,20628,3759,389,,148,148
0019755,ソリトンシステムズ,2007/03,10,1,12,271704,10600,19198,3669,,,1222,230
0019755,ソリトンシステムズ,2008/03,10,1,12,271704,11640,16020,3393,,,1030,146
0019755,ソリトンシステムズ,2009/03,10,1,12,271704,9163,13605,3608,,,1250,256
0019755,ソリトンシステムズ,2010/03,10,1,12,271704,8594,11825,3368,,,1183,107
0019755,ソリトンシステムズ,2011/03,10,1,12,271704,7553,10110,3528,,,1048,88
0019755,ソリトンシステムズ,2012/03,10,1,12,271704,8328,10531,3292,,,1216,115
0019755,ソリトンシステムズ,2013/03,10,1,12,271704,9033,10894,3426,,,1114,296
0019755,ソリトンシステムズ,2014/03,10,1,12,271704,9044,11161,3631,,,1201,267
0019755,ソリトンシステムズ,2015/03,10,1,12,271704,10626,12439,3996,,,1174,506
0019755,ソリトンシステムズ,2015/12,10,1,9,271704,10437,10278,3514,,,881,599
0019755,ソリトンシステムズ,2016/12,10,1,12,271704,12825,15998,5085,,,1489,460
0019755,ソリトンシステムズ,2017/12,10,1,12,271704,13936,16467,5512,,,1508,767
0019755,ソリトンシステムズ,2018/12,10,1,12,271704,13106,15266,5474,,,1697,770
0019755,ソリトンシステムズ,2019/12,10,1,12,271704,14051,15552,5568,,,1904,266
0019755,ソリトンシステムズ,2020/12,10,1,12,271704,16014,16457,5678,,,2341,1089
0019755,ソリトンシステムズ,2021/12,10,1,12,271704,17305,17389,5455,,,2309,324
0019874,ファンケル,2006/03,10,1,12,107068,85148,95322,53508,9792,11526,1978,2591
0019874,ファンケル,2007/03,10,1,12,107068,86931,101065,58800,9393,15710,2326,3865
0019874,ファンケル,2008/03,10,1,12,107068,85685,99349,59520,9876,14621,2302,2317
0019874,ファンケル,2009/03,10,1,12,107068,85309,98004,58615,8963,12434,2188,3905
0019874,ファンケル,2010/03,10,1,12,107068,92983,99536,57294,7971,11460,2351,1510
0019874,ファンケル,2011/03,10,1,12,107068,94030,93789,54724,8230,11240,2428,3651
0019874,ファンケル,2012/03,10,1,12,107068,91739,88165,54980,8540,10860,2646,4001
0019874,ファンケル,2013/03,10,1,12,107068,86849,82807,51670,8631,9189,2498,2991
0019874,ファンケル,2014/03,10,1,12,107068,85800,81118,51450,8265,9426,2428,2669
0019874,ファンケル,2015/03,10,1,12,107068,85311,77632,50294,7907,9451,2353,7726
0019874,ファンケル,2016/03,10,1,12,107068,83767,90850,62673,15035,11888,2852,3709
0019874,ファンケル,2017/03,10,1,12,107068,85677,96305,65565,14816,12833,3277,4158
0019874,ファンケル,2018/03,10,1,12,107068,92380,109019,68983,15164,12839,3112,2833
0019874,ファンケル,2019/03,10,1,12,107068,80307,122496,74990,15919,13430,3464,4029
0019874,ファンケル,2020/03,10,1,12,107068,94478,126810,76417,15402,14542,3440,11208
0019874,ファンケル,2021/03,10,1,12,107068,97533,114909,69534,11850,15668,3145,8365
0019874,ファンケル,2022/03,10,1,12,107068,100121,103992,59345,12577,7645,3492,4401
0020364,ハイデイ日高,2006/02,10,0,12,271704,10773,13892,8832,9,111,,1188
0020364,ハイデイ日高,2007/02,10,0,12,271704,11614,16006,10199,8,125,,1059
0020364,ハイデイ日高,2008/02,10,0,12,271704,11665,17719,11200,,,,1318
0020364,ハイデイ日高,2009/02,10,0,12,271704,12847,20022,12737,,,,1750
0020364,ハイデイ日高,2010/02,10,0,12,271704,14970,22680,14304,,,,1801
0020364,ハイデイ日高,2011/02,10,0,12,271704,16028,24827,15224,,,1,1794
0020364,ハイデイ日高,2012/02,10,0,12,271704,17655,27406,16873,,,7,1462
0020364,ハイデイ日高,2013/02,10,0,12,271704,18960,29520,17898,,,7,1678
0020364,ハイデイ日高,2014/02,10,0,12,271704,20393,31997,19382,,,8,4490
0020364,ハイデイ日高,2015/02,10,0,12,271704,23174,34424,20975,,,8,1455
0020364,ハイデイ日高,2016/02,10,0,12,271704,25136,36795,22414,,,11,1571
0020364,ハイデイ日高,2017/02,10,0,12,271704,27067,38514,23433,,,12,1557
0020364,ハイデイ日高,2018/02,10,0,12,271704,29310,40643,24894,,,14,1575
0020364,ハイデイ日高,2019/02,10,0,12,271704,30775,41862,25850,,,23,1372
0020364,ハイデイ日高,2020/02,10,0,12,271704,32498,42209,26543,,,22,1426
0020364,ハイデイ日高,2021/02,10,0,12,271704,25726,29563,24000,,,25,1237
0020364,ハイデイ日高,2022/02,10,0,12,271704,27301,26402,22634,,,,1964
0020522,イワキ,2006/11,10,0,12,121210,24231,22258,4205,,,,
0020522,イワキ,2007/11,10,0,12,121210,22136,21726,4103,,,,
0020522,イワキ,2014/03,10,1,12,121210,26174,21535,5943,,,519,
0020522,イワキ,2015/03,10,1,12,121210,24975,22799,6375,,,555,507
0020522,イワキ,2016/03,10,1,12,121210,25438,24830,6880,,,513,384
0020522,イワキ,2017/03,10,1,12,121210,26253,25146,6710,,,532,369
0020522,イワキ,2018/03,10,1,12,121210,29321,28067,7302,,,574,345
0020522,イワキ,2019/03,10,1,12,121210,30463,29171,8036,,,608,3479
0020522,イワキ,2020/03,10,1,12,121210,30126,28636,7692,,,677,469
0020522,イワキ,2021/03,10,1,12,121210,32211,28162,7996,,,757,839
0020522,イワキ,2022/03,10,1,12,121210,37963,32439,8889,,,875,611
0020619,魚力,2006/03,10,0,12,245444,16020,23889,8686,22,81,,494
0020619,魚力,2007/03,10,0,12,245444,16289,24501,8821,21,81,,131
0020619,魚力,2008/03,10,0,12,245444,15641,23457,8515,26,65,,282
0020619,魚力,2009/03,10,1,12,245444,14539,25398,9479,,,,432
0020619,魚力,2010/03,10,1,12,245444,15507,24885,9501,,,,270
0020619,魚力,2011/03,10,1,12,245444,15228,24634,9443,,,,315
0020619,魚力,2012/03,10,1,12,245444,15559,25342,9541,,,,437
0020619,魚力,2013/03,10,1,12,245444,16170,24847,8651,,,,303
0020619,魚力,2014/03,10,1,12,245444,16297,26580,8656,,,,258
0020619,魚力,2015/03,10,1,12,245444,17975,28478,9225,,,,346
0020619,魚力,2016/03,10,1,12,245444,17676,30273,9909,,,,520
0020619,魚力,2017/03,10,1,12,245444,16915,26775,9823,,,,216
0020619,魚力,2018/03,10,1,12,245444,17312,27517,10131,,,,467
0020619,魚力,2019/03,10,1,12,245444,17434,29183,10701,,159,,367
0020619,魚力,2020/03,10,1,12,245444,17073,30708,11242,,167,,176
0020619,魚力,2021/03,10,1,12,245444,19167,32071,11427,,,,654
0020619,魚力,2022/03,10,1,12,245444,19506,34127,12034,,,,369
0020738,大研医器,2006/03,10,0,12,131303,5531,3799,1693,188,,,
0020738,大研医器,2007/03,10,0,12,131303,6074,4186,1732,181,,,
0020738,大研医器,2008/03,10,0,12,131303,6391,4608,1743,105,,292,242
0020738,大研医器,2009/03,10,0,12,131303,6908,5181,1827,,,339,120
0020738,大研医器,2010/03,10,0,12,131303,7200,5739,1977,121,,334,463
0020738,大研医器,2011/03,10,0,12,131303,7861,6242,1997,112,,336,214
0020738,大研医器,2012/03,10,0,12,131303,7814,6515,2145,171,,328,292
0020738,大研医器,2013/03,10,0,12,131303,7964,7068,2244,137,,311,121
0020738,大研医器,2014/03,10,0,12,131303,8233,7635,2533,,,434,91
0020738,大研医器,2015/03,10,0,12,131303,8768,8033,2550,,,437,275
0020738,大研医器,2016/03,10,0,12,131303,10136,8261,2620,,,447,646
0020738,大研医器,2017/03,10,0,12,131303,11007,8399,2696,,,479,103
0020738,大研医器,2018/03,10,0,12,131303,11137,8585,2720,,,532,1932
0020738,大研医器,2019/03,10,0,12,131303,10970,8406,2688,,,512,166
0020738,大研医器,2020/03,10,0,12,131303,10997,8523,2539,,,488,142
0020738,大研医器,2021/03,10,0,12,131303,10752,7861,2437,,,448,403
0020738,大研医器,2022/03,10,0,12,131303,10920,8540,2533,,,382,111
0020902,フジ・コーポレーション,2006/10,10,0,12,245444,6277,10015,2197,399,,,202
0020902,フジ・コーポレーション,2007/10,10,0,12,245444,6220,11383,2466,482,,,56
0020902,フジ・コーポレーション,2008/10,10,0,12,245444,6532,12091,2612,473,,,247
0020902,フジ・コーポレーション,2009/10,10,0,12,245444,6941,12159,2787,480,,,234
0020902,フジ・コーポレーション,2010/10,10,0,12,245444,7895,13651,3144,494,,,642
0020902,フジ・コーポレーション,2011/10,10,0,12,245444,8764,16456,3754,705,,,537
0020902,フジ・コーポレーション,2012/10,10,0,12,245444,11775,19547,4364,841,,,2511
0020902,フジ・コーポレーション,2013/10,10,0,12,245444,13301,22084,5314,1172,,,691
0020902,フジ・コーポレーション,2014/10,10,0,12,245444,15251,25040,5833,1285,,,1550
0020902,フジ・コーポレーション,2015/10,10,0,12,245444,21489,27589,6389,1253,,,5567
0020902,フジ・コーポレーション,2016/10,10,0,12,245444,21094,29036,6969,1291,,,718
0020902,フジ・コーポレーション,2017/10,10,0,12,245444,21541,30744,7056,1236,,,763
0020902,フジ・コーポレーション,2018/10,10,0,12,245444,23698,32812,7194,1059,,,369
0020902,フジ・コーポレーション,2019/10,10,0,12,245444,24934,35164,7551,1165,,,1634
0020902,フジ・コーポレーション,2020/10,10,0,12,245444,28747,34240,7855,1152,,,3377
0020902,フジ・コーポレーション,2021/10,10,0,12,245444,29366,38847,8871,1180,,,959
0021106,エステー,2006/03,10,1,12,107070,37905,46134,16892,3938,4848,480,826
0021106,エステー,2007/03,10,1,12,107070,33830,45227,16642,3300,5150,489,696
0021106,エステー,2008/03,10,1,12,107070,28393,47006,16900,3111,4208,489,649
0021106,エステー,2009/03,10,1,12,107070,27616,44879,16106,2805,4275,498,716
0021106,エステー,2010/03,10,1,12,107070,29029,43545,16148,2941,4430,611,672
0021106,エステー,2011/03,10,1,12,107070,30010,43580,16096,2530,4613,610,661
0021106,エステー,2012/03,10,1,12,107070,30286,46354,17256,2888,5097,658,1006
0021106,エステー,2013/03,10,1,12,107070,30076,46943,17406,2917,5412,572,2060
0021106,エステー,2014/03,10,1,12,107070,32370,46992,17881,2677,6132,563,942
0021106,エステー,2015/03,10,1,12,107070,33785,48263,18215,2856,5861,512,1485
0021106,エステー,2016/03,10,1,12,107070,34924,44660,15024,2741,2796,536,1757
