日経会社コード,企業名称,決算期,決算種別,連結基準,決算月数,業種,資産合計,売上高,販管費,広告宣伝費,拡販費,研究開発費,設備投資額
0000001,極洋,2006/03,10,1,12,235341,65049,152899,13702,304,111,193,897
0000001,極洋,2007/03,10,1,12,235341,66459,157088,14455,279,158,188,1841
0000001,極洋,2008/03,10,1,12,235341,57373,147767,14353,,,196,781
0000001,極洋,2009/03,10,1,12,235341,61184,147554,14722,,,215,1935
0000001,極洋,2010/03,10,1,12,235341,64301,145778,15670,,,218,3131
0000001,極洋,2011/03,10,1,12,235341,76925,162731,17056,,,234,3090
0000001,極洋,2012/03,10,1,12,235341,84937,181885,17838,,,273,1331
0000001,極洋,2013/03,10,1,12,235341,83245,178046,18535,,,290,1764
0000001,極洋,2014/03,10,1,12,235341,84319,202387,18396,,,273,1249
0000001,極洋,2015/03,10,1,12,235341,88937,218350,17881,,,272,3053
0000001,極洋,2016/03,10,1,12,235341,94608,226626,18337,,,268,6387
0000001,極洋,2017/03,10,1,12,235341,97391,236561,19544,,,280,2566
0000001,極洋,2018/03,10,1,12,235341,106297,254783,19536,,,290,1543
0000001,極洋,2019/03,10,1,12,235341,114673,256151,19873,,,304,2201
0000001,極洋,2020/03,10,1,12,235341,111184,262519,21326,,,343,3160
0000001,極洋,2021/03,10,1,12,235341,116331,249197,20918,,,336,2456
0000001,極洋,2022/03,10,1,12,235341,130460,253575,21624,,,317,5064
0000003,日本水産,2006/03,10,1,12,235341,384819,539653,95566,2699,,3083,17186
0000003,日本水産,2007/03,10,1,12,235341,404173,552871,98200,2569,,3377,16031
0000003,日本水産,2008/03,10,1,12,235341,396739,533970,100394,2953,,3718,19105
0000003,日本水産,2009/03,10,1,12,235341,385462,505250,98413,2568,,3803,28872
0000003,日本水産,2010/03,10,1,12,235341,383924,481574,99938,2636,,3994,21121
0000003,日本水産,2011/03,10,1,12,235341,401185,494294,104906,3160,,4499,18633
0000003,日本水産,2012/03,10,1,12,235341,403182,538030,110176,3009,,4809,16911
0000003,日本水産,2013/03,10,1,12,235341,424108,566858,114408,2881,,3610,20265
0000003,日本水産,2014/03,10,1,12,235341,434597,604249,110080,3139,,3367,15335
0000003,日本水産,2015/03,10,1,12,235341,461889,638435,114609,3062,,3697,18676
0000003,日本水産,2016/03,10,1,12,235341,445707,637164,113315,2981,,4670,21907
0000003,日本水産,2017/03,10,1,12,235341,451876,635953,111934,2658,,4348,23774
0000003,日本水産,2018/03,10,1,12,235341,482233,677293,116750,3907,,4856,29045
0000003,日本水産,2019/03,10,1,12,235341,477913,712111,117039,3450,,4608,26530
0000003,日本水産,2020/03,10,1,12,235341,491533,690016,110962,3451,,4503,27352
0000003,日本水産,2021/03,10,1,12,235341,475468,615044,78427,3691,,4740,22613
0000003,日本水産,2022/03,10,1,12,235341,505731,693682,84003,3505,,4731,19352
0000004,マルハニチロ,2009/03,10,0,12,235341,123511,199239,15910,,,116,
0000004,マルハニチロ,2010/03,10,0,12,235341,113684,174907,16033,,,141,
0000004,マルハニチロ,2011/03,10,0,12,235341,112409,177790,15833,,,130,
0000004,マルハニチロ,2012/03,10,1,12,235341,134504,233998,22924,,,140,
0000004,マルハニチロ,2013/03,10,1,12,235341,124453,229494,22810,,,127,2377
0000004,マルハニチロ,2014/03,10,1,12,235341,151536,264449,24919,,,133,3260
0000004,マルハニチロ,2015/03,10,1,12,235341,502016,863784,98687,,,724,16310
0000004,マルハニチロ,2016/03,10,1,12,235341,485973,884811,99596,,,738,21007
0000004,マルハニチロ,2017/03,10,1,12,235341,501303,873295,100033,,,798,19872
0000004,マルハニチロ,2018/03,10,1,12,235341,516607,918820,100617,,,841,17818
0000004,マルハニチロ,2019/03,10,1,12,235341,520318,922468,102091,,,1073,20108
0000004,マルハニチロ,2020/03,10,1,12,235341,528063,905204,100989,,,1123,25075
0000004,マルハニチロ,2021/03,10,1,12,235341,532866,809050,92372,,,1556,25356
0000004,マルハニチロ,2022/03,10,1,12,235341,548603,866702,96677,,,1647,15516
0000022,日鉄鉱業,2006/03,10,1,12,237362,195967,96445,16331,22,,574,5720
0000022,日鉄鉱業,2007/03,10,1,12,237362,213183,118671,16837,30,,589,6914
0000022,日鉄鉱業,2008/03,10,1,12,237362,187052,126545,17262,52,,693,10180
0000022,日鉄鉱業,2009/03,10,1,12,237362,134083,111695,17071,,,634,5912
0000022,日鉄鉱業,2010/03,10,1,12,237362,144066,93726,14844,,,548,2477
0000022,日鉄鉱業,2011/03,10,1,12,237362,136145,107741,15848,,,543,3924
0000022,日鉄鉱業,2012/03,10,1,12,237362,132470,101505,16223,,,538,4651
0000022,日鉄鉱業,2013/03,10,1,12,237362,144539,102840,17762,,,587,8908
0000022,日鉄鉱業,2014/03,10,1,12,237362,161325,114317,19662,,,565,6850
0000022,日鉄鉱業,2015/03,10,1,12,237362,170055,125467,19258,,,551,7855
0000022,日鉄鉱業,2016/03,10,1,12,237362,162379,114088,19095,,,580,6240
0000022,日鉄鉱業,2017/03,10,1,12,237362,167260,107325,18441,,,617,6465
0000022,日鉄鉱業,2018/03,10,1,12,237362,172431,118709,19170,,,634,5165
0000022,日鉄鉱業,2019/03,10,1,12,237362,171717,123372,20631,,,702,8044
0000022,日鉄鉱業,2020/03,10,1,12,237362,173954,117502,20434,,,696,8825
0000022,日鉄鉱業,2021/03,10,1,12,237362,188735,119159,18327,,,672,7461
0000022,日鉄鉱業,2022/03,10,1,12,237362,197732,149082,19149,,,750,9577
0000023,三井松島ホールディングス,2006/03,10,1,12,237361,49813,57016,2906,47,,,278
0000023,三井松島ホールディングス,2007/03,10,1,12,237361,49992,53210,2414,16,,,317
0000023,三井松島ホールディングス,2008/03,10,1,12,237361,53439,75097,3090,22,,187,1970
0000023,三井松島ホールディングス,2009/03,10,1,12,237361,45775,107691,3372,40,,,3653
0000023,三井松島ホールディングス,2010/03,10,1,12,237361,48983,61014,2903,10,,,2215
0000023,三井松島ホールディングス,2011/03,10,1,12,237361,49022,87658,2883,16,,,7544
0000023,三井松島ホールディングス,2012/03,10,1,12,237361,46178,98063,2809,12,,,914
0000023,三井松島ホールディングス,2013/03,10,1,12,237361,56280,84009,3497,62,,,1494
0000023,三井松島ホールディングス,2014/03,10,1,12,237361,59812,77300,3141,,12,,1302
0000023,三井松島ホールディングス,2015/03,10,1,12,237361,58091,67956,3922,,,,2293
0000023,三井松島ホールディングス,2016/03,10,1,12,237361,55281,58564,4666,,,,1092
0000023,三井松島ホールディングス,2017/03,10,1,12,237361,59113,53086,5542,,,,1539
0000023,三井松島ホールディングス,2018/03,10,1,12,237361,58282,66322,5785,,,,1735
0000023,三井松島ホールディングス,2019/03,10,1,12,237361,57464,75702,5684,,,,1484
0000023,三井松島ホールディングス,2020/03,10,1,12,237361,63155,66596,8649,,,,1768
0000023,三井松島ホールディングス,2021/03,10,1,12,237361,70618,57378,8033,,,,1036
0000023,三井松島ホールディングス,2022/03,10,1,12,237361,67837,46592,7991,,,,1411
0000043,古河機械金属,2006/03,10,1,12,119181,213047,181938,16527,,,1859,3651
0000043,古河機械金属,2007/03,10,1,12,119181,217027,200749,16343,,,1888,4217
0000043,古河機械金属,2008/03,10,1,12,119181,199383,213426,17496,,,1941,3934
0000043,古河機械金属,2009/03,10,1,12,119181,188361,161857,15903,,,1751,17118
0000043,古河機械金属,2010/03,10,1,12,119181,204774,142925,14025,,,1861,2545
0000043,古河機械金属,2011/03,10,1,12,119181,196234,165638,16453,,,2224,2112
0000043,古河機械金属,2012/03,10,1,12,119181,193971,157566,17314,,,2621,3588
0000043,古河機械金属,2013/03,10,1,12,119181,186076,165539,17952,,,2558,2926
0000043,古河機械金属,2014/03,10,1,12,119181,199408,163026,16362,,,2538,11430
0000043,古河機械金属,2015/03,10,1,12,119181,207317,172544,16961,,,2227,2557
0000043,古河機械金属,2016/03,10,1,12,119181,195650,161799,17363,,,2680,2869
0000043,古河機械金属,2017/03,10,1,12,119181,208034,149829,17076,,,2464,5424
0000043,古河機械金属,2018/03,10,1,12,119181,222211,167695,17447,,,2292,5021
0000043,古河機械金属,2019/03,10,1,12,119181,215368,174116,17526,,,1504,5442
0000043,古河機械金属,2020/03,10,1,12,119181,209697,165215,17582,,,1177,5938
0000043,古河機械金属,2021/03,10,1,12,119181,218275,159702,16601,,,1164,4144
0000043,古河機械金属,2022/03,10,1,12,119181,229727,199097,18366,,,1336,4778
0000045,三井金属鉱業,2006/03,10,1,12,119181,460225,503370,46314,,481,6019,45176
0000045,三井金属鉱業,2007/03,10,1,12,119181,483397,591518,51918,,691,7359,40309
0000045,三井金属鉱業,2008/03,10,1,12,119181,486238,595463,57384,,,8314,39248
0000045,三井金属鉱業,2009/03,10,1,12,119181,410258,427191,48969,,,8011,32400
0000045,三井金属鉱業,2010/03,10,1,12,119181,416541,392364,38990,,,4941,15100
0000045,三井金属鉱業,2011/03,10,1,12,119181,411027,446487,40123,,,4623,21800
0000045,三井金属鉱業,2012/03,10,1,12,119181,413106,431058,40439,,,4967,29226
0000045,三井金属鉱業,2013/03,10,1,12,119181,438072,417219,43367,,,5867,22600
0000045,三井金属鉱業,2014/03,10,1,12,119181,503825,441046,44898,,,5795,27100
0000045,三井金属鉱業,2015/03,10,1,12,119181,538646,473274,45742,,,6265,28900
0000045,三井金属鉱業,2016/03,10,1,12,119181,484800,450553,50869,,,6575,28400
0000045,三井金属鉱業,2017/03,10,1,12,119181,518981,436330,48817,,,7163,37700
0000045,三井金属鉱業,2018/03,10,1,12,119181,518705,519215,51889,,,8015,40500
0000045,三井金属鉱業,2019/03,10,1,12,119181,523315,497701,55153,,,9523,36100
0000045,三井金属鉱業,2020/03,10,1,12,119181,537119,473109,56611,,,10125,33900
0000045,三井金属鉱業,2021/03,10,1,12,119181,595016,522936,55033,,,10571,28100
0000045,三井金属鉱業,2022/03,10,1,12,119181,637878,633346,61826,,,11299,27400
0000046,東邦亜鉛,2006/03,10,1,12,119181,98289,75916,5635,10,,243,3018
0000046,東邦亜鉛,2007/03,10,1,12,119181,125847,127876,6196,10,,263,2121
0000046,東邦亜鉛,2008/03,10,1,12,119181,124650,147390,6279,7,,262,3146
0000046,東邦亜鉛,2009/03,10,1,12,119181,107824,92685,5696,,,284,4489
0000046,東邦亜鉛,2010/03,10,1,12,119181,112823,83592,5439,,,237,3491
0000046,東邦亜鉛,2011/03,10,1,12,119181,141007,103628,7510,,,249,9004
0000046,東邦亜鉛,2012/03,10,1,12,119181,149803,105914,7683,,,237,13944
0000046,東邦亜鉛,2013/03,10,1,12,119181,145814,103654,8654,,,183,10597
0000046,東邦亜鉛,2014/03,10,1,12,119181,145014,118619,9511,,,178,5160
0000046,東邦亜鉛,2015/03,10,1,12,119181,151970,121093,10860,,,147,5675
0000046,東邦亜鉛,2016/03,10,1,12,119181,122160,114144,10611,,,117,5637
0000046,東邦亜鉛,2017/03,10,1,12,119181,129700,113952,8301,,,107,3745
0000046,東邦亜鉛,2018/03,10,1,12,119181,137259,133625,8681,,,163,5937
0000046,東邦亜鉛,2019/03,10,1,12,119181,130231,117551,9118,,,138,10272
0000046,東邦亜鉛,2020/03,10,1,12,119181,117333,97445,8588,,,162,7253
0000046,東邦亜鉛,2021/03,10,1,12,119181,113635,103469,7544,,,146,4663
0000046,東邦亜鉛,2022/03,10,1,12,119181,145796,124279,7663,,,213,4540
0000047,三菱マテリアル,2006/03,10,1,12,119181,1609445,1143699,121633,1672,,10859,52558
0000047,三菱マテリアル,2007/03,10,1,12,119181,1773899,1452108,127088,1925,,11112,66484
0000047,三菱マテリアル,2008/03,10,1,12,119181,1856276,1659286,133612,,,11676,75646
0000047,三菱マテリアル,2009/03,10,1,12,119181,1732003,1424114,137876,,,11852,74252
0000047,三菱マテリアル,2010/03,10,1,12,119181,1826420,1119448,124686,,,10897,66679
0000047,三菱マテリアル,2011/03,10,1,12,119181,1837405,1333992,135607,,,11243,43213
0000047,三菱マテリアル,2012/03,10,1,12,119181,1751870,1440847,138809,,,11743,52141
0000047,三菱マテリアル,2013/03,10,1,12,119181,1811767,1287251,140163,,,11401,52957
0000047,三菱マテリアル,2014/03,10,1,12,119181,1778505,1414796,128181,,,10986,65944
0000047,三菱マテリアル,2015/03,10,1,12,119181,1898157,1517265,132135,,,10530,57636
0000047,三菱マテリアル,2016/03,10,1,12,119181,1793375,1417895,143152,,,11225,78103
0000047,三菱マテリアル,2017/03,10,1,12,119181,1896939,1304068,139904,,,11344,75685
0000047,三菱マテリアル,2018/03,10,1,12,119181,2011067,1599533,146835,,,11614,76231
0000047,三菱マテリアル,2019/03,10,1,12,119181,1938270,1662990,156217,,,10912,103418
0000047,三菱マテリアル,2020/03,10,1,12,119181,1904050,1516100,152709,,,10881,88043
0000047,三菱マテリアル,2021/03,10,1,12,119181,2035546,1485121,145781,,,11127,81519
0000047,三菱マテリアル,2022/03,10,1,12,119181,2125032,1811759,156092,,,11604,81450
0000049,住友金属鉱山,2006/03,10,1,12,119181,772562,625579,37381,,,5297,50568
0000049,住友金属鉱山,2007/03,10,1,12,119181,929208,966764,40548,,,5392,51567
0000049,住友金属鉱山,2008/03,10,1,12,119181,1091716,1132372,42753,,,6111,65145
0000049,住友金属鉱山,2009/03,10,1,12,119181,880001,793797,46353,,,5896,47723
0000049,住友金属鉱山,2010/03,10,1,12,119181,981458,725827,39691,,,4746,26414
0000049,住友金属鉱山,2011/03,10,1,12,119181,1052353,864077,42772,,,5271,53105
0000049,住友金属鉱山,2012/03,10,1,12,119181,1146759,847897,43844,,,5103,73143
0000049,住友金属鉱山,2013/03,10,1,12,119181,1351153,808540,44865,,,4999,59291
0000049,住友金属鉱山,2014/03,10,1,12,119181,1572367,830546,49404,,,6648,66441
0000049,住友金属鉱山,2015/03,10,1,12,119181,1740246,921334,48478,,,5865,55232
0000049,住友金属鉱山,2016/03,10,1,12,119181,1630800,855407,54142,,,5772,51013
0000049,住友金属鉱山,2017/03,10,1,12,119181,1685018,786146,45906,,,5241,125950
0000049,住友金属鉱山,2018/03,10,3,12,119181,1732333,929746,45820,,,5109,
0000049,住友金属鉱山,2019/03,10,3,12,119181,1797701,912208,49329,,,6298,47445
0000049,住友金属鉱山,2020/03,10,3,12,119181,1719690,851946,49098,,,6920,50689
0000049,住友金属鉱山,2021/03,10,3,12,119181,1885999,926122,46297,,,6229,35059
0000049,住友金属鉱山,2022/03,10,3,12,119181,2268756,1259091,52711,,,6448,64539
0000050,ＤＯＷＡホールディングス,2006/03,10,1,12,119181,309315,316388,26101,,,3739,12497
0000050,ＤＯＷＡホールディングス,2007/03,10,1,12,119181,352299,458701,26830,,,4384,21821
0000050,ＤＯＷＡホールディングス,2008/03,10,1,12,119181,367931,475826,31605,,,7309,26324
0000050,ＤＯＷＡホールディングス,2009/03,10,1,12,119181,343208,346885,26042,,,4421,24213
0000050,ＤＯＷＡホールディングス,2010/03,10,1,12,119181,330720,307462,25022,,,3829,10763
0000050,ＤＯＷＡホールディングス,2011/03,10,1,12,119181,340161,379816,26511,,,3962,17820
0000050,ＤＯＷＡホールディングス,2012/03,10,1,12,119181,319665,392468,27443,,,4367,15910
0000050,ＤＯＷＡホールディングス,2013/03,10,1,12,119181,349787,419390,28863,,,4298,18422
0000050,ＤＯＷＡホールディングス,2014/03,10,1,12,119181,358717,443985,30111,,,4078,16549
0000050,ＤＯＷＡホールディングス,2015/03,10,1,12,119181,379193,464219,33616,,,4199,17247
0000050,ＤＯＷＡホールディングス,2016/03,10,1,12,119181,364420,406598,34216,,,4552,22936
0000050,ＤＯＷＡホールディングス,2017/03,10,1,12,119181,404604,410503,35335,,,4834,26526
0000050,ＤＯＷＡホールディングス,2018/03,10,1,12,119181,456530,454754,35975,,,4874,24608
0000050,ＤＯＷＡホールディングス,2019/03,10,1,12,119181,494683,452928,37761,,,5171,24087
0000050,ＤＯＷＡホールディングス,2020/03,10,1,12,119181,512495,485130,37544,,,5554,37723
0000050,ＤＯＷＡホールディングス,2021/03,10,1,12,119181,598471,588003,38393,,,5781,37338
0000050,ＤＯＷＡホールディングス,2022/03,10,1,12,119181,657283,831794,42601,,,5894,32546
0000055,ユアテック,2006/03,10,1,12,241404,163029,171921,15438,66,7,161,5620
0000055,ユアテック,2007/03,10,1,12,241404,167873,181151,14933,,,142,5660
0000055,ユアテック,2008/03,10,1,12,241404,168941,206971,16612,,,170,5570
0000055,ユアテック,2009/03,10,1,12,241404,163674,181984,16402,,,159,4830
0000055,ユアテック,2010/03,10,1,12,241404,155789,163593,16109,,,132,3298
0000055,ユアテック,2011/03,10,1,12,241404,157846,161993,15836,,,135,2290
0000055,ユアテック,2012/03,10,1,12,241404,164250,200123,15380,,,140,3749
0000055,ユアテック,2013/03,10,1,12,241404,146937,164617,15094,,,125,1953
0000055,ユアテック,2014/03,10,1,12,241404,157021,185823,15303,,,136,2822
0000055,ユアテック,2015/03,10,1,12,241404,180723,217712,15419,,,135,3963
0000055,ユアテック,2016/03,10,1,12,241404,187598,227067,16360,,,149,7469
0000055,ユアテック,2017/03,10,1,12,241404,190390,226042,17310,,,158,6332
0000055,ユアテック,2018/03,10,1,12,241404,191201,213251,17977,,,149,5776
0000055,ユアテック,2019/03,10,1,12,241404,195444,204054,18249,,,125,5717
0000055,ユアテック,2020/03,10,1,12,241404,197050,202760,18568,,,145,4338
0000055,ユアテック,2021/03,10,1,12,241404,200116,197092,18231,,,148,3902
0000055,ユアテック,2022/03,10,1,12,241404,216016,225317,19890,,,139,4239
0000056,日比谷総合設備,2006/03,10,1,12,241404,84128,62771,5626,28,,235,
0000056,日比谷総合設備,2007/03,10,1,12,241404,81033,66898,5765,42,,171,
0000056,日比谷総合設備,2008/03,10,1,12,241404,75085,61222,5702,,,194,
0000056,日比谷総合設備,2009/03,10,1,12,241404,71770,60159,6268,,,186,655
0000056,日比谷総合設備,2010/03,10,1,12,241404,74631,62378,6786,,,121,265
0000056,日比谷総合設備,2011/03,10,1,12,241404,76764,58300,6993,,,148,277
0000056,日比谷総合設備,2012/03,10,1,12,241404,76442,60919,6790,,,164,228
0000056,日比谷総合設備,2013/03,10,1,12,241404,79427,66322,6726,,,139,66
0000056,日比谷総合設備,2014/03,10,1,12,241404,83531,69466,6882,,,109,121
0000056,日比谷総合設備,2015/03,10,1,12,241404,84725,71329,6693,,,104,
0000056,日比谷総合設備,2016/03,10,1,12,241404,91900,79401,7618,,,141,
0000056,日比谷総合設備,2017/03,10,1,12,241404,93661,78387,8436,,,147,
0000056,日比谷総合設備,2018/03,10,1,12,241404,82931,66838,7755,,,112,
0000056,日比谷総合設備,2019/03,10,1,12,241404,82396,70035,7522,,,115,
0000056,日比谷総合設備,2020/03,10,1,12,241404,83632,75890,8295,,,99,130
0000056,日比谷総合設備,2021/03,10,1,12,241404,86138,73119,8267,,,61,64
0000056,日比谷総合設備,2022/03,10,1,12,241404,87466,75497,9023,,,51,
0000061,大成建設,2006/03,10,1,12,241401,1847183,1743993,112717,,,9400,12800
0000061,大成建設,2007/03,10,1,12,241401,1989318,1873324,106901,,,9100,15100
0000061,大成建設,2008/03,10,1,12,241401,1739483,1711713,95767,,,9300,8700
0000061,大成建設,2009/03,10,1,12,241401,1671482,1641182,95919,,,9465,6700
0000061,大成建設,2010/03,10,1,12,241401,1501290,1441975,87755,,,8165,6900
0000061,大成建設,2011/03,10,1,12,241401,1395493,1218118,81803,,,8641,5700
0000061,大成建設,2012/03,10,1,12,241401,1494695,1323503,81004,,,8530,7600
0000061,大成建設,2013/03,10,1,12,241401,1543094,1416495,76213,,,8959,6900
0000061,大成建設,2014/03,10,1,12,241401,1599065,1533473,77253,,,9534,11900
0000061,大成建設,2015/03,10,1,12,241401,1735248,1573270,77558,,,10665,7700
0000061,大成建設,2016/03,10,1,12,241401,1660821,1545889,80118,,,10998,9800
0000061,大成建設,2017/03,10,1,12,241401,1760078,1487252,85461,,,11164,8800
0000061,大成建設,2018/03,10,1,12,241401,1910597,1585497,84758,,,11608,9100
0000061,大成建設,2019/03,10,1,12,241401,1846176,1650877,88136,,,12471,49100
0000061,大成建設,2020/03,10,1,12,241401,1889995,1751330,90921,,,13564,20600
0000061,大成建設,2021/03,10,1,12,241401,1870622,1480141,88281,,,14205,13500
0000061,大成建設,2022/03,10,1,12,241401,1956200,1543240,91659,,,15257,12600
0000062,大林組,2006/03,10,1,12,241401,1977295,1476425,75051,725,,7207,16164
0000062,大林組,2007/03,10,1,12,241401,2066984,1567960,73897,655,,6793,13856
0000062,大林組,2008/03,10,1,12,241401,1854071,1691635,78289,,,6947,38959
0000062,大林組,2009/03,10,1,12,241401,1725645,1682462,79518,,,7269,15900
0000062,大林組,2010/03,10,1,12,241401,1590667,1341456,77103,,,8018,9876
0000062,大林組,2011/03,10,1,12,241401,1505697,1131864,76542,,,8561,49043
0000062,大林組,2012/03,10,1,12,241401,1618748,1245772,79532,,,9093,17017
0000062,大林組,2013/03,10,1,12,241401,1656289,1448305,79534,,,8742,35084
0000062,大林組,2014/03,10,1,12,241401,1818886,1612756,80067,,,8927,69110
0000062,大林組,2015/03,10,1,12,241401,1996193,1773981,83318,,,9391,42200
0000062,大林組,2016/03,10,1,12,241401,1951907,1777834,86671,,,10081,56100
0000062,大林組,2017/03,10,1,12,241401,2015996,1872721,91191,,,10553,31200
0000062,大林組,2018/03,10,1,12,241401,2129027,1900655,96502,,,10602,76200
0000062,大林組,2019/03,10,1,12,241401,2214512,2039685,98542,,,12312,39400
0000062,大林組,2020/03,10,1,12,241401,2230297,2073043,102675,,,13734,47400
0000062,大林組,2021/03,10,1,12,241401,2272628,1766893,102622,,,13661,52400
0000062,大林組,2022/03,10,1,12,241401,2422085,1922884,113288,,,15841,55200
0000063,清水建設,2006/03,10,1,12,241401,1801820,1499355,70702,,,7799,20997
0000063,清水建設,2007/03,10,1,12,241401,1850561,1654087,70050,,,8616,17728
0000063,清水建設,2008/03,10,1,12,241401,1877961,1685059,70346,,,8530,22792
0000063,清水建設,2009/03,10,1,12,241401,1987536,1887572,72441,,,7868,9443
0000063,清水建設,2010/03,10,1,12,241401,1566531,1589278,71631,,,7683,16478
0000063,清水建設,2011/03,10,1,12,241401,1423613,1303755,71472,,,7426,14366
0000063,清水建設,2012/03,10,1,12,241401,1410975,1336194,69097,,,7103,22295
0000063,清水建設,2013/03,10,1,12,241401,1456441,1416044,69940,,,8089,33370
0000063,清水建設,2014/03,10,1,12,241401,1512686,1497578,69720,,,7914,30500
0000063,清水建設,2015/03,10,1,12,241401,1703399,1567843,72966,,,11170,18500
0000063,清水建設,2016/03,10,1,12,241401,1722936,1664933,80706,,,8557,15800
0000063,清水建設,2017/03,10,1,12,241401,1688197,1567427,80784,,,10129,30900
0000063,清水建設,2018/03,10,1,12,241401,1780943,1519435,82043,,,11150,30800
0000063,清水建設,2019/03,10,1,12,241401,1860794,1664960,86921,,,12574,58800
0000063,清水建設,2020/03,10,1,12,241401,1904934,1698292,91775,,,13222,124300
0000063,清水建設,2021/03,10,1,12,241401,1908674,1456473,90265,,,14820,122400
0000063,清水建設,2022/03,10,1,12,241401,2128356,1482961,94529,,,16267,109400
0000065,飛島建設,2006/03,10,1,12,241402,172925,164101,9116,99,,623,372
0000065,飛島建設,2007/03,10,1,12,241402,190759,183834,9262,94,,585,515
0000065,飛島建設,2008/03,10,1,12,241402,134196,157306,7941,,,472,121
0000065,飛島建設,2009/03,10,1,12,241402,98514,142936,6462,,,418,484
0000065,飛島建設,2010/03,10,1,12,241402,94526,117829,5956,,,421,258
0000065,飛島建設,2011/03,10,1,12,241402,91286,115896,6147,,,496,668
0000065,飛島建設,2012/03,10,1,12,241402,84695,105621,4610,,,353,483
0000065,飛島建設,2013/03,10,1,12,241402,96120,111865,4503,,,319,285
0000065,飛島建設,2014/03,10,1,12,241402,85864,109227,4675,,,326,211
0000065,飛島建設,2015/03,10,1,12,241402,91594,118652,4912,,,371,221
0000065,飛島建設,2016/03,10,1,12,241402,91455,120710,5194,,,358,888
0000065,飛島建設,2017/03,10,1,12,241402,98125,117807,6058,,,465,697
0000065,飛島建設,2018/03,10,1,12,241402,101908,131121,6324,,,482,2008
0000065,飛島建設,2019/03,10,1,12,241402,109586,128866,7263,,,521,1399
0000065,飛島建設,2020/03,10,1,12,241402,121804,134859,8580,,,676,1325
0000065,飛島建設,2021/03,10,1,12,241402,121598,117295,8118,,,835,2300
0000065,飛島建設,2022/03,10,1,12,241402,114632,117665,8637,,,1104,689
0000067,長谷工コーポレーション,2006/03,10,1,12,241402,499918,622396,20482,191,,515,4624
0000067,長谷工コーポレーション,2007/03,10,1,12,241402,546723,723118,24120,338,,534,7173
0000067,長谷工コーポレーション,2008/03,10,1,12,241402,486204,745074,27205,,,651,6000
0000067,長谷工コーポレーション,2009/03,10,1,12,241402,485781,505500,28988,,,1016,5200
0000067,長谷工コーポレーション,2010/03,10,1,12,241402,439273,420382,28329,,,918,4500
0000067,長谷工コーポレーション,2011/03,10,1,12,241402,457487,440429,27537,,,765,1600
0000067,長谷工コーポレーション,2012/03,10,1,12,241402,467075,500929,28051,,,754,2100
0000067,長谷工コーポレーション,2013/03,10,1,12,241402,460864,558919,29130,,,705,2600
0000067,長谷工コーポレーション,2014/03,10,1,12,241402,457408,587571,32525,,,713,3800
0000067,長谷工コーポレーション,2015/03,10,1,12,241402,476914,642167,36239,,,804,7000
0000067,長谷工コーポレーション,2016/03,10,1,12,241402,589993,787354,44584,,,1020,20800
0000067,長谷工コーポレーション,2017/03,10,1,12,241402,630937,772328,53842,,,1172,26500
0000067,長谷工コーポレーション,2018/03,10,1,12,241402,687706,813276,56440,,,1343,30800
0000067,長谷工コーポレーション,2019/03,10,1,12,241402,773219,890981,59420,,,1850,28900
0000067,長谷工コーポレーション,2020/03,10,1,12,241402,799319,846029,60837,,,3034,25200
0000067,長谷工コーポレーション,2021/03,10,1,12,241402,953659,809438,63322,,,3905,30900
0000067,長谷工コーポレーション,2022/03,10,1,12,241402,1081907,909708,65607,,,3923,26500
0000069,松井建設,2006/03,10,1,12,241402,70687,85241,4549,,,,277
0000069,松井建設,2007/03,10,1,12,241402,68790,87670,4101,,,,342
0000069,松井建設,2008/03,10,1,12,241402,65153,85652,4199,,,,486
0000069,松井建設,2009/03,10,1,12,241402,68318,73901,4097,,,,455
0000069,松井建設,2010/03,10,1,12,241402,55793,78145,4155,,,,1359
0000069,松井建設,2011/03,10,1,12,241402,49577,74865,3706,,,,36
0000069,松井建設,2012/03,10,1,12,241402,49308,71847,3328,,,,959
0000069,松井建設,2013/03,10,1,12,241402,50153,77772,3154,,,,294
0000069,松井建設,2014/03,10,1,12,241402,55197,78529,3467,,,,221
0000069,松井建設,2015/03,10,1,12,241402,61405,85109,3652,,,,3005
0000069,松井建設,2016/03,10,1,12,241402,70480,87958,3669,,,,682
0000069,松井建設,2017/03,10,1,12,241402,69684,89341,4166,,,,2239
0000069,松井建設,2018/03,10,1,12,241402,78709,92344,4029,,,,218
0000069,松井建設,2019/03,10,1,12,241402,70774,92471,4130,,,,1200
0000069,松井建設,2020/03,10,1,12,241402,68655,94422,3970,,,,1220
0000069,松井建設,2021/03,10,1,12,241402,74425,87579,4103,,,,885
0000069,松井建設,2022/03,10,1,12,241402,68428,82468,4180,,,,2676
0000071,鹿島,2006/03,10,1,12,241401,1905964,1770834,98180,,,9514,21912
0000071,鹿島,2007/03,10,1,12,241401,2107222,1891366,98523,,,9123,39801
0000071,鹿島,2008/03,10,1,12,241401,1918395,1894044,97593,,,9640,34525
0000071,鹿島,2009/03,10,1,12,241401,1885426,1948540,95644,,,9993,23145
0000071,鹿島,2010/03,10,1,12,241401,1796865,1637362,88603,,,10068,23812
0000071,鹿島,2011/03,10,1,12,241401,1644962,1325679,85242,,,9711,22939
0000071,鹿島,2012/03,10,1,12,241401,1686221,1457754,84981,,,9169,35992
